id,name,movie_id,title,production_company
5358.0,Canal+,36970,Oceans,1
1171.0,Epsilon Motion Pictures,10077,A Sound of Thunder,0
1403.0,Franchise Pictures,10077,A Sound of Thunder,1
248.0,Impact Pictures,76649,Pompeii,0
559.0,TriStar Pictures,76649,Pompeii,1
9965.0,Anima Estudios,293644,Top Cat Begins,0
79433.0,Discreet Art Productions,293644,Top Cat Begins,1
23.0,Imagine Entertainment,453,A Beautiful Mind,0
27.0,DreamWorks SKG,453,A Beautiful Mind,1
2.0,Walt Disney Pictures,8587,The Lion King,0
10217.0,Walt Disney Feature Animation,8587,The Lion King,1
12.0,New Line Cinema,72545,Journey 2: The Mysterious Island,0
1836.0,Contrafilm,72545,Journey 2: The Mysterious Island,1
5.0,Columbia Pictures,109451,Cloudy with a Chance of Meatballs 2,0
649.0,Sony,109451,Cloudy with a Chance of Meatballs 2,1
33.0,Universal Pictures,9533,Red Dragon,0
8411.0,Metro-Goldwyn-Mayer (MGM),9533,Red Dragon,1
877.0,Casey Silver Productions,2023,Hidalgo,0
9195.0,Touchstone Pictures,2023,Hidalgo,1
5.0,Columbia Pictures,71880,Jack and Jill,0
2608.0,Happy Madison Productions,71880,Jack and Jill,1
24.0,Mikona Productions GmbH & Co. KG,584,2 Fast 2 Furious,0
33.0,Universal Pictures,584,2 Fast 2 Furious,1
2203.0,Onyx Films,309809,The Little Prince,0
8858.0,NetFlix,309809,The Little Prince,1
79.0,Village Roadshow Pictures,4858,The Invasion,0
829.0,Vertigo Entertainment,4858,The Invasion,1
33.0,Universal Pictures,17711,The Adventures of Rocky & Bullwinkle,0
594.0,Capella International,17711,The Adventures of Rocky & Bullwinkle,1
33.0,Universal Pictures,328111,The Secret Life of Pets,0
3341.0,Fuji Television Network,328111,The Secret Life of Pets,1
306.0,Twentieth Century Fox Film Corporation,8698,The League of Extraordinary Gentlemen,0
475.0,JD Productions,8698,The League of Extraordinary Gentlemen,1
33.0,Universal Pictures,93456,Despicable Me 2,0
6704.0,Illumination Entertainment,93456,Despicable Me 2,1
306.0,Twentieth Century Fox Film Corporation,602,Independence Day,0
347.0,Centropolis Entertainment,602,Independence Day,1
33.0,Universal Pictures,330,The Lost World: Jurassic Park,0
56.0,Amblin Entertainment,330,The Lost World: Jurassic Park,1
27.0,DreamWorks SKG,953,Madagascar,0
520.0,Pacific Data Images (PDI),953,Madagascar,1
33.0,Universal Pictures,9693,Children of Men,0
655.0,Strike Entertainment,9693,Children of Men,1
306.0,Twentieth Century Fox Film Corporation,36657,X-Men,0
431.0,Donners' Company,36657,X-Men,1
33.0,Universal Pictures,8909,Wanted,0
158.0,Spyglass Entertainment,8909,Wanted,1
915.0,Hollywood Pictures,9802,The Rock,0
10288.0,Don Simpson/Jerry Bruckheimer Films,9802,The Rock,1
9383.0,Blue Sky Studios,950,Ice Age: The Meltdown,0
11749.0,Twentieth Century Fox Animation,950,Ice Age: The Meltdown,1
441.0,Columbia Pictures Corporation,1824,50 First Dates,0
2608.0,Happy Madison Productions,1824,50 First Dates,1
12.0,New Line Cinema,2976,Hairspray,0
289.0,Ingenious Film Partners,2976,Hairspray,1
10210.0,Morgan Creek Productions,11026,Exorcist: The Beginning,0
36452.0,Dominion Productions,11026,Exorcist: The Beginning,1
2.0,Walt Disney Pictures,332,Inspector Gadget,0
175.0,Caravan Pictures,332,Inspector Gadget,1
491.0,Summit Entertainment,75656,Now You See Me,0
7296.0,K/O Paper Products,75656,Now You See Me,1
5.0,Columbia Pictures,38365,Grown Ups,0
2608.0,Happy Madison Productions,38365,Grown Ups,1
27.0,DreamWorks SKG,594,The Terminal,0
56.0,Amblin Entertainment,594,The Terminal,1
27.0,DreamWorks SKG,15189,Hotel for Dogs,0
2348.0,Nickelodeon Movies,15189,Hotel for Dogs,1
441.0,Columbia Pictures Corporation,11678,Vertical Limit,0
9269.0,Global Entertainment Productions GmbH & Company Medien KG,11678,Vertical Limit,1
33.0,Universal Pictures,6538,Charlie Wilson's War,0
2030.0,Participant Productions,6538,Charlie Wilson's War,1
27.0,DreamWorks SKG,10555,Shark Tale,0
520.0,Pacific Data Images (PDI),10555,Shark Tale,1
4.0,Paramount Pictures,1125,Dreamgirls,0
27.0,DreamWorks SKG,1125,Dreamgirls,1
215.0,Double Feature Films,4551,Be Cool,0
216.0,Jersey Films,4551,Be Cool,1
27.0,DreamWorks SKG,612,Munich,0
33.0,Universal Pictures,612,Munich,1
5.0,Columbia Pictures,9567,Tears of the Sun,0
497.0,Revolution Studios,9567,Tears of the Sun,1
817.0,Katalyst Films,37821,Killers,0
1632.0,Lionsgate,37821,Killers,1
1302.0,Davis Entertainment,203801,The Man from U.N.C.L.E.,0
6194.0,Warner Bros.,203801,The Man from U.N.C.L.E.,1
18.0,Gracie Films,2539,Spanglish,0
441.0,Columbia Pictures Corporation,2539,Spanglish,1
5.0,Columbia Pictures,9297,Monster House,0
56.0,Amblin Entertainment,9297,Monster House,1
890.0,Cheyenne Enterprises,3172,Bandits,0
1171.0,Epsilon Motion Pictures,3172,Bandits,1
441.0,Columbia Pictures Corporation,6520,First Knight,0
10158.0,First Knight Productions,6520,First Knight,1
711.0,Fox 2000 Pictures,1439,Anna and the King,0
8852.0,Virgin Produced,37958,Immortals,0
11761.0,Mark Canton Productions,37958,Immortals,1
14.0,Miramax Films,2026,Hostage,0
890.0,Cheyenne Enterprises,2026,Hostage,1
306.0,Twentieth Century Fox Film Corporation,7450,Titan A.E.,0
11050.0,David Kirschner Productions,7450,Titan A.E.,1
5.0,Columbia Pictures,11375,Hollywood Homicide,0
497.0,Revolution Studios,11375,Hollywood Homicide,1
248.0,Impact Pictures,9425,Soldier,0
2596.0,Jerry Weintraub Productions,9425,Soldier,1
838.0,Paramount Vantage,25769,Carriers,0
1785.0,Likely Story,25769,Carriers,1
306.0,Twentieth Century Fox Film Corporation,23685,Monkeybone,0
436.0,1492 Pictures,23685,Monkeybone,1
306.0,Twentieth Century Fox Film Corporation,11866,Flight of the Phoenix,0
1302.0,Davis Entertainment,11866,Flight of the Phoenix,1
3683.0,Limited Edition Productions Inc.,9741,Unbreakable,0
9195.0,Touchstone Pictures,9741,Unbreakable,1
33.0,Universal Pictures,211672,Minions,0
6704.0,Illumination Entertainment,211672,Minions,1
923.0,Legendary Pictures,23629,Sucker Punch,0
6194.0,Warner Bros.,23629,Sucker Punch,1
4.0,Paramount Pictures,8688,Snake Eyes,0
2519.0,DeBart,8688,Snake Eyes,1
2154.0,Punch Productions,10153,Sphere,0
6194.0,Warner Bros.,10153,Sphere,1
5.0,Columbia Pictures,153518,The Angry Birds Movie,0
18642.0,Rovio Entertainment,153518,The Angry Birds Movie,1
2609.0,De Line Pictures,8676,Fool's Gold,0
6194.0,Warner Bros.,8676,Fool's Gold,1
5.0,Columbia Pictures,20829,Funny People,0
33.0,Universal Pictures,20829,Funny People,1
33.0,Universal Pictures,4349,The Kingdom,0
675.0,Forward Pass,4349,The Kingdom,1
5.0,Columbia Pictures,9718,Talladega Nights: The Ballad of Ricky Bobby,0
10105.0,Apatow Productions,9718,Talladega Nights: The Ballad of Ricky Bobby,1
306.0,Twentieth Century Fox Film Corporation,10808,Dr. Dolittle 2,0
1301.0,Joseph M. Singer Entertainment,10808,Dr. Dolittle 2,1
4564.0,Icon Entertainment International,197,Braveheart,0
7965.0,The Ladd Company,197,Braveheart,1
33.0,Universal Pictures,25,Jarhead,0
1522.0,Neal Street Productions,25,Jarhead,1
18.0,Gracie Films,35,The Simpsons Movie,0
306.0,Twentieth Century Fox Film Corporation,35,The Simpsons Movie,1
79.0,Village Roadshow Pictures,11086,The Majestic,0
97.0,Castle Rock Entertainment,11086,The Majestic,1
1171.0,Epsilon Motion Pictures,10477,Driven,0
1403.0,Franchise Pictures,10477,Driven,1
866.0,Pathé Renn Productions,1997,Two Brothers,0
3823.0,TF1 Films Production,1997,Two Brothers,1
258.0,Scott Rudin Productions,6947,The Village,0
9195.0,Touchstone Pictures,6947,The Village,1
306.0,Twentieth Century Fox Film Corporation,3050,Doctor Dolittle,0
1301.0,Joseph M. Singer Entertainment,3050,Doctor Dolittle,1
7383.0,"Kennedy/Marshall Company, The",2675,Signs,0
9195.0,Touchstone Pictures,2675,Signs,1
27.0,DreamWorks SKG,809,Shrek 2,0
520.0,Pacific Data Images (PDI),809,Shrek 2,1
2.0,Walt Disney Pictures,920,Cars,0
3.0,Pixar Animation Studios,920,Cars,1
4.0,Paramount Pictures,4806,Runaway Bride,0
126.0,Lakeshore Entertainment,4806,Runaway Bride,1
5.0,Columbia Pictures,7451,xXx,0
333.0,Original Film,7451,xXx,1
4.0,Paramount Pictures,228165,The SpongeBob Movie: Sponge Out of Water,0
2348.0,Nickelodeon Movies,228165,The SpongeBob Movie: Sponge Out of Water,1
9195.0,Touchstone Pictures,3595,Ransom,0
90663.0,Brian Grazer/Scott Rudin Productions,3595,Ransom,1
33.0,Universal Pictures,16869,Inglourious Basterds,0
59.0,A Band Apart,16869,Inglourious Basterds,1
56.0,Amblin Entertainment,879,Hook,0
559.0,TriStar Pictures,879,Hook,1
306.0,Twentieth Century Fox Film Corporation,1573,Die Hard 2,0
1073.0,Gordon Company,1573,Die Hard 2,1
333.0,Original Film,9257,S.W.A.T.,0
441.0,Columbia Pictures Corporation,9257,S.W.A.T.,1
4.0,Paramount Pictures,1903,Vanilla Sky,0
349.0,Cruise-Wagner Productions,1903,Vanilla Sky,1
923.0,Legendary Pictures,9697,Lady in the Water,0
6194.0,Warner Bros.,9697,Lady in the Water,1
248.0,Impact Pictures,395,AVP: Alien vs. Predator,0
264.0,Studio Babelsberg,395,AVP: Alien vs. Predator,1
508.0,Regency Enterprises,23398,Alvin and the Chipmunks: The Squeakquel,0
711.0,Fox 2000 Pictures,23398,Alvin and the Chipmunks: The Squeakquel,1
4564.0,Icon Entertainment International,10590,We Were Soldiers,0
53005.0,Wheelhouse Entertainment,10590,We Were Soldiers,1
925.0,Nu Image Films,117263,Olympus Has Fallen,0
10254.0,Millennium Films,117263,Olympus Has Fallen,1
4.0,Paramount Pictures,200,Star Trek: Insurrection,0
5.0,Columbia Pictures,44943,Battle: Los Angeles,0
333.0,Original Film,44943,Battle: Los Angeles,1
5.0,Columbia Pictures,587,Big Fish,0
80.0,The Zanuck Company,587,Big Fish,1
5.0,Columbia Pictures,10395,Wolf,0
27.0,DreamWorks SKG,57212,War Horse,0
56.0,Amblin Entertainment,57212,War Horse,1
5.0,Columbia Pictures,152760,The Monuments Men,0
264.0,Studio Babelsberg,152760,The Monuments Men,1
306.0,Twentieth Century Fox Film Corporation,2756,The Abyss,0
574.0,Lightstorm Entertainment,2756,The Abyss,1
306.0,Twentieth Century Fox Film Corporation,33909,Wall Street: Money Never Sleeps,0
444.0,Dune Entertainment,33909,Wall Street: Money Never Sleeps,1
33.0,Universal Pictures,49017,Dracula Untold,0
923.0,Legendary Pictures,49017,Dracula Untold,1
306.0,Twentieth Century Fox Film Corporation,9882,The Siege,0
13769.0,Lynda Obst Productions,9882,The Siege,1
4.0,Paramount Pictures,2270,Stardust,0
289.0,Ingenious Film Partners,2270,Stardust,1
559.0,TriStar Pictures,978,Seven Years in Tibet,0
1236.0,Mandalay Entertainment,978,Seven Years in Tibet,1
23.0,Imagine Entertainment,44564,The Dilemma,0
33.0,Universal Pictures,44564,The Dilemma,1
130.0,Jerry Bruckheimer Films,3132,Bad Company,0
9195.0,Touchstone Pictures,3132,Bad Company,1
435.0,Di Bonaventura Pictures,8814,Doom,0
1512.0,John Wells Productions,8814,Doom,1
441.0,Columbia Pictures Corporation,8427,I Spy,0
126.0,Lakeshore Entertainment,52520,Underworld: Awakening,0
831.0,Saturn Films,52520,Underworld: Awakening,1
12.0,New Line Cinema,80585,Rock of Ages,0
2378.0,Offspring Entertainment,80585,Rock of Ages,1
496.0,David Foster Productions,10592,Hart's War,0
890.0,Cheyenne Enterprises,10592,Hart's War,1
972.0,Current Entertainment,49021,Killer Elite,0
2729.0,Omnilab Media,49021,Killer Elite,1
507.0,Atlas Entertainment,11535,Rollerball,0
657.0,Toho-Towa,11535,Rollerball,1
1171.0,Epsilon Motion Pictures,10550,Ballistic: Ecks vs. Sever,0
1403.0,Franchise Pictures,10550,Ballistic: Ecks vs. Sever,1
4.0,Paramount Pictures,11258,Hard Rain,0
657.0,Toho-Towa,11258,Hard Rain,1
1156.0,Conundrum Entertainment,12610,Osmosis Jones,0
2785.0,Warner Bros. Animation,12610,Osmosis Jones,1
22135.0,Prana Animation Studios,59981,Legends of Oz: Dorothy's Return,0
48471.0,Summertime Entertainment,59981,Legends of Oz: Dorothy's Return,1
33.0,Universal Pictures,201088,Blackhat,0
675.0,Forward Pass,201088,Blackhat,1
4.0,Paramount Pictures,5137,Sky Captain and the World of Tomorrow,0
804.0,Natural Nylon Entertainment,5137,Sky Captain and the World of Tomorrow,1
763.0,Intermedia Films,3093,Basic Instinct 2,0
4169.0,Kanzaman,3093,Basic Instinct 2,1
491.0,Summit Entertainment,107846,Escape Plan,0
2995.0,Atmosphere Entertainment MM,107846,Escape Plan,1
10254.0,Millennium Films,188207,The Legend of Hercules,0
4.0,Paramount Pictures,4614,The Sum of All Fears,0
2767.0,Mace Neufeld Productions,4614,The Sum of All Fears,1
491.0,Summit Entertainment,24021,The Twilight Saga: Eclipse,0
4000.0,Maverick Films,24021,The Twilight Saga: Eclipse,1
4.0,Paramount Pictures,11371,The Score,0
551.0,Mandalay Pictures,11371,The Score,1
33.0,Universal Pictures,20352,Despicable Me,0
6704.0,Illumination Entertainment,20352,Despicable Me,1
5.0,Columbia Pictures,11517,Money Train,0
33.0,Universal Pictures,214756,Ted 2,0
8789.0,Fuzzy Door Productions,214756,Ted 2,1
784.0,Himenóptero,26428,Agora,0
2674.0,Telecinco Cinema,26428,Agora,1
33.0,Universal Pictures,9824,Mystery Men,0
552.0,Dark Horse Entertainment,9824,Mystery Men,1
12.0,New Line Cinema,48988,Hall Pass,0
1156.0,Conundrum Entertainment,48988,Hall Pass,1
158.0,Spyglass Entertainment,9008,The Insider,0
675.0,Forward Pass,9008,The Insider,1
2.0,Walt Disney Pictures,300673,The Finest Hours,0
51164.0,Whitaker Entertainment,300673,The Finest Hours,1
1645.0,Scott Free Productions,12113,Body of Lies,0
2609.0,De Line Pictures,12113,Body of Lies,1
4.0,Paramount Pictures,38778,Dinner for Schmucks,0
27.0,DreamWorks SKG,38778,Dinner for Schmucks,1
306.0,Twentieth Century Fox Film Corporation,72331,Abraham Lincoln: Vampire Hunter,0
1038.0,Bazelevs Production,72331,Abraham Lincoln: Vampire Hunter,1
414.0,Fountainbridge Films,1844,Entrapment,0
508.0,Regency Enterprises,1844,Entrapment,1
306.0,Twentieth Century Fox Film Corporation,846,The X Files,0
545.0,Ten Thirteen Productions,846,The X Files,1
289.0,Ingenious Film Partners,9703,The Last Legion,0
6370.0,Quinta Communications,9703,The Last Legion,1
4.0,Paramount Pictures,857,Saving Private Ryan,0
27.0,DreamWorks SKG,857,Saving Private Ryan,1
27.0,DreamWorks SKG,136797,Need for Speed,0
7294.0,Reliance Entertainment,136797,Need for Speed,1
4.0,Paramount Pictures,3981,What Women Want,0
347.0,Centropolis Entertainment,3981,What Women Want,1
306.0,Twentieth Century Fox Film Corporation,425,Ice Age,0
9383.0,Blue Sky Studios,425,Ice Age,1
79.0,Village Roadshow Pictures,6171,Dreamcatcher,0
97.0,Castle Rock Entertainment,6171,Dreamcatcher,1
7.0,DreamWorks,72976,Lincoln,0
56.0,Amblin Entertainment,72976,Lincoln,1
79.0,Village Roadshow Pictures,603,The Matrix,0
372.0,Groucho II Film Partnership,603,The Matrix,1
23.0,Imagine Entertainment,568,Apollo 13,0
33.0,Universal Pictures,568,Apollo 13,1
2.0,Walt Disney Pictures,9021,The Santa Clause 2,0
889.0,Outlaw Productions,9021,The Santa Clause 2,1
33.0,Universal Pictures,82695,Les Misérables,0
7295.0,Relativity Media,82695,Les Misérables,1
6194.0,Warner Bros.,9489,You've Got Mail,0
5.0,Columbia Pictures,12133,Step Brothers,0
748.0,Mosaic Media Group,12133,Step Brothers,1
56.0,Amblin Entertainment,9342,The Mask of Zorro,0
559.0,TriStar Pictures,9342,The Mask of Zorro,1
923.0,Legendary Pictures,41733,Due Date,0
3527.0,Green Hat Films,41733,Due Date,1
923.0,Legendary Pictures,227306,Unbroken,0
36390.0,3 Arts Entertainment,227306,Unbroken,1
79.0,Village Roadshow Pictures,5551,Space Cowboys,0
171.0,Malpaso Productions,5551,Space Cowboys,1
559.0,TriStar Pictures,9350,Cliffhanger,0
5358.0,Canal+,9350,Cliffhanger,1
306.0,Twentieth Century Fox Film Corporation,9208,Broken Arrow,0
456.0,WCG Entertainment Productions,9208,Broken Arrow,1
2.0,Walt Disney Pictures,4244,The Kid,0
4.0,Paramount Pictures,1852,World Trade Center,0
215.0,Double Feature Films,1852,World Trade Center,1
5.0,Columbia Pictures,11820,Mona Lisa Smile,0
497.0,Revolution Studios,11820,Mona Lisa Smile,1
4.0,Paramount Pictures,76493,The Dictator,0
194.0,Hobby Films,345,Eyes Wide Shut,0
195.0,Pole Star,345,Eyes Wide Shut,1
5.0,Columbia Pictures,196867,Annie,0
7291.0,Olive Bridge Entertainment,196867,Annie,1
21914.0,Kramer & Sigman Films,256591,Focus,0
41624.0,RatPac-Dune Entertainment,256591,Focus,1
444.0,Dune Entertainment,59962,This Means War,0
907.0,Overbrook Films,59962,This Means War,1
12.0,New Line Cinema,36648,Blade: Trinity,0
421.0,Amen Ra Films,36648,Blade: Trinity,1
60.0,United Artists,1880,Red Dawn,0
774.0,Valkyrie Films,1880,Red Dawn,1
33.0,Universal Pictures,9440,Primary Colors,0
762.0,Mutual Film Company,9440,Primary Colors,1
342.0,Davis-Films,71679,Resident Evil: Retribution,0
33.0,Universal Pictures,10483,Death Race,0
44.0,Cruise/Wagner Productions,10483,Death Race,1
12.0,New Line Cinema,11412,The Long Kiss Goodnight,0
2980.0,Forge,11412,The Long Kiss Goodnight,1
97.0,Castle Rock Entertainment,11983,Proof of Life,0
6194.0,Warner Bros.,11983,Proof of Life,1
441.0,Columbia Pictures Corporation,6795,Zathura: A Space Adventure,0
2550.0,Teitler Film,6795,Zathura: A Space Adventure,1
508.0,Regency Enterprises,550,Fight Club,0
711.0,Fox 2000 Pictures,550,Fight Club,1
923.0,Legendary Pictures,11170,We Are Marshall,0
3528.0,Thunder Road Pictures,11170,We Are Marshall,1
559.0,TriStar Pictures,9292,Hudson Hawk,0
1885.0,Silver Pictures,9292,Hudson Hawk,1
4.0,Paramount Pictures,10783,Lucky Numbers,0
694.0,StudioCanal,10783,Lucky Numbers,1
126.0,Lakeshore Entertainment,100241,"I, Frankenstein",0
737.0,Sidney Kimmel Entertainment,100241,"I, Frankenstein",1
355.0,R.P. Productions,257,Oliver Twist,0
2979.0,ETIC Films,257,Oliver Twist,1
306.0,Twentieth Century Fox Film Corporation,9947,Elektra,0
508.0,Regency Enterprises,9947,Elektra,1
14.0,Miramax Films,189,Sin City: A Dame to Kill For,0
10807.0,Troublemaker Studios,189,Sin City: A Dame to Kill For,1
5.0,Columbia Pictures,12618,Random Hearts,0
33.0,Universal Pictures,253412,Everest,0
10163.0,Working Title Films,253412,Everest,1
342.0,Davis-Films,1427,Perfume: The Story of a Murderer,0
753.0,Nouvelles Éditions de Films (NEF),1427,Perfume: The Story of a Murderer,1
12.0,New Line Cinema,818,Austin Powers in Goldmember,0
595.0,Eric's Boy,818,Austin Powers in Goldmember,1
308.0,The Weinstein Company,16577,Astro Boy,0
491.0,Summit Entertainment,16577,Astro Boy,1
33.0,Universal Pictures,329,Jurassic Park,0
56.0,Amblin Entertainment,329,Jurassic Park,1
335.0,Tig Productions,12160,Wyatt Earp,0
6194.0,Warner Bros.,12160,Wyatt Earp,1
4.0,Paramount Pictures,9331,Clear and Present Danger,0
2767.0,Mace Neufeld Productions,9331,Clear and Present Danger,1
3407.0,Shanghai Film Group,300168,Dragon Blade,0
19658.0,Jackie & JJ Production,300168,Dragon Blade,1
497.0,Revolution Studios,9072,Little Man,0
1608.0,Wayans Bros. Entertainment,9072,Little Man,1
33.0,Universal Pictures,3536,U-571,0
104.0,Canal Plus,3536,U-571,1
5.0,Columbia Pictures,9087,The American President,0
97.0,Castle Rock Entertainment,9087,The American President,1
4.0,Paramount Pictures,12177,The Love Guru,0
11843.0,Goldcrest Pictures,12177,The Love Guru,1
1403.0,Franchise Pictures,12138,3000 Miles to Graceland,0
6194.0,Warner Bros.,12138,3000 Miles to Graceland,1
215.0,Double Feature Films,273248,The Hateful Eight,0
308.0,The Weinstein Company,273248,The Hateful Eight,1
7.0,DreamWorks,9955,Blades of Glory,0
33.0,Universal Pictures,50359,Hop,0
6704.0,Illumination Entertainment,50359,Hop,1
449.0,Virtual Studios,1271,300,0
923.0,Legendary Pictures,1271,300,1
27.0,DreamWorks SKG,693,Meet the Fockers,0
33.0,Universal Pictures,693,Meet the Fockers,1
5219.0,Sunswept Entertainment,14306,Marley & Me,0
6332.0,Dune Entertainment III,14306,Marley & Me,1
97.0,Castle Rock Entertainment,497,The Green Mile,0
3982.0,Darkwoods Productions,497,The Green Mile,1
6354.0,Wild Hogs Productions,11199,Wild Hogs,0
9195.0,Touchstone Pictures,11199,Wild Hogs,1
2.0,Walt Disney Pictures,9982,Chicken Little,0
10217.0,Walt Disney Feature Animation,9982,Chicken Little,1
306.0,Twentieth Century Fox Film Corporation,210577,Gone Girl,0
508.0,Regency Enterprises,210577,Gone Girl,1
33.0,Universal Pictures,2501,The Bourne Identity,0
7383.0,"Kennedy/Marshall Company, The",2501,The Bourne Identity,1
60.0,United Artists,710,GoldenEye,0
7576.0,Eon Productions,710,GoldenEye,1
4.0,Paramount Pictures,2275,The General's Daughter,0
21409.0,MFP Munich Film Partners GmbH & Company I. Produktions KG,2275,The General's Daughter,1
4.0,Paramount Pictures,37165,The Truman Show,0
258.0,Scott Rudin Productions,37165,The Truman Show,1
27.0,DreamWorks SKG,9837,The Prince of Egypt,0
521.0,DreamWorks Animation,9837,The Prince of Egypt,1
5.0,Columbia Pictures,10708,Daddy Day Care,0
497.0,Revolution Studios,10708,Daddy Day Care,1
13.0,Universal Studios,136400,2 Guns,0
2527.0,Marc Platt Productions,136400,2 Guns,1
79.0,Village Roadshow Pictures,10992,Cats & Dogs,0
172.0,NPV Entertainment,10992,Cats & Dogs,1
2609.0,De Line Pictures,9654,The Italian Job,0
10163.0,Working Title Films,9654,The Italian Job,1
79.0,Village Roadshow Pictures,2642,Two Weeks Notice,0
97.0,Castle Rock Entertainment,2642,Two Weeks Notice,1
27.0,DreamWorks SKG,8916,Antz,0
520.0,Pacific Data Images (PDI),8916,Antz,1
33.0,Universal Pictures,19899,Couples Retreat,0
2796.0,Wild West Picture Show Productions,19899,Couples Retreat,1
4.0,Paramount Pictures,2119,Days of Thunder,0
10288.0,Don Simpson/Jerry Bruckheimer Films,2119,Days of Thunder,1
306.0,Twentieth Century Fox Film Corporation,9641,Cheaper by the Dozen 2,0
2575.0,21 Laps Entertainment,9641,Cheaper by the Dozen 2,1
3672.0,Gotham Group,294254,Maze Runner: The Scorch Trials,0
12292.0,Temple Hill Entertainment,294254,Maze Runner: The Scorch Trials,1
5.0,Columbia Pictures,38167,Eat Pray Love,0
2455.0,Red Om Films,38167,Eat Pray Love,1
33.0,Universal Pictures,5994,The Family Man,0
429.0,DC Comics,39514,RED,0
435.0,Di Bonaventura Pictures,39514,RED,1
431.0,Donners' Company,9563,Any Given Sunday,0
4198.0,Ixtlan,9563,Any Given Sunday,1
316.0,Wildwood Enterprises,547,The Horse Whisperer,0
9195.0,Touchstone Pictures,547,The Horse Whisperer,1
4.0,Paramount Pictures,1538,Collateral,0
27.0,DreamWorks SKG,1538,Collateral,1
33.0,Universal Pictures,9334,The Scorpion King,0
7385.0,Kalima Productions GmbH & Co. KG,9334,The Scorpion King,1
877.0,Casey Silver Productions,11128,Ladder 49,0
919.0,Beacon Communications,11128,Ladder 49,1
4.0,Paramount Pictures,75780,Jack Reacher,0
762.0,Mutual Film Company,75780,Jack Reacher,1
79.0,Village Roadshow Pictures,8914,Deep Blue Sea,0
6194.0,Warner Bros.,8914,Deep Blue Sea,1
5.0,Columbia Pictures,13576,This Is It,0
215.0,Double Feature Films,39538,Contagion,0
508.0,Regency Enterprises,39538,Contagion,1
97.0,Castle Rock Entertainment,10628,Kangaroo Jack,0
130.0,Jerry Bruckheimer Films,10628,Kangaroo Jack,1
10146.0,Focus Features,14836,Coraline,0
11537.0,Laika Entertainment,14836,Coraline,1
158.0,Spyglass Entertainment,8645,The Happening,0
306.0,Twentieth Century Fox Film Corporation,8645,The Happening,1
508.0,Regency Enterprises,9509,Man on Fire,0
711.0,Fox 2000 Pictures,9509,Man on Fire,1
2.0,Walt Disney Pictures,10067,The Shaggy Dog,0
10227.0,Mandeville Films,10067,The Shaggy Dog,1
433.0,Weed Road Pictures,9384,Starsky & Hutch,0
6194.0,Warner Bros.,9384,Starsky & Hutch,1
306.0,Twentieth Century Fox Film Corporation,9279,Jingle All the Way,0
436.0,1492 Pictures,9279,Jingle All the Way,1
497.0,Revolution Studios,1487,Hellboy,0
552.0,Dark Horse Entertainment,1487,Hellboy,1
4.0,Paramount Pictures,9422,A Civil Action,0
316.0,Wildwood Enterprises,9422,A Civil Action,1
10146.0,Focus Features,77174,ParaNorman,0
11537.0,Laika Entertainment,77174,ParaNorman,1
33.0,Universal Pictures,4824,The Jackal,0
657.0,Toho-Towa,4824,The Jackal,1
4.0,Paramount Pictures,9620,Paycheck,0
27.0,DreamWorks SKG,9620,Paycheck,1
1504.0,Cinergi Pictures Entertainment,9302,Up Close & Personal,0
9195.0,Touchstone Pictures,9302,Up Close & Personal,1
1163.0,Larger Than Life Productions,10199,The Tale of Despereaux,0
27.0,DreamWorks SKG,10771,The Tuxedo,0
49325.0,Parkes+MacDonald Image Nation,10771,The Tuxedo,1
508.0,Regency Enterprises,3512,Under Siege 2: Dark Territory,0
6194.0,Warner Bros.,3512,Under Siege 2: Dark Territory,1
4.0,Paramount Pictures,137094,Jack Ryan: Shadow Recruit,0
435.0,Di Bonaventura Pictures,137094,Jack Ryan: Shadow Recruit,1
711.0,Fox 2000 Pictures,274479,Joy,0
1302.0,Davis Entertainment,274479,Joy,1
10254.0,Millennium Films,267860,London Has Fallen,0
73045.0,LHF Film,267860,London Has Fallen,1
306.0,Twentieth Century Fox Film Corporation,8078,Alien: Resurrection,0
19747.0,Brandywine Productions,8078,Alien: Resurrection,1
4.0,Paramount Pictures,7485,Shooter,0
435.0,Di Bonaventura Pictures,7485,Shooter,1
11537.0,Laika Entertainment,170687,The Boxtrolls,0
79.0,Village Roadshow Pictures,6435,Practical Magic,0
813.0,DiNovi Pictures,6435,Practical Magic,1
79.0,Village Roadshow Pictures,137106,The Lego Movie,0
429.0,DC Comics,137106,The Lego Movie,1
79.0,Village Roadshow Pictures,10040,Miss Congeniality 2: Armed and Fabulous,0
97.0,Castle Rock Entertainment,10040,Miss Congeniality 2: Armed and Fabulous,1
80.0,The Zanuck Company,6278,Reign of Fire,0
158.0,Spyglass Entertainment,6278,Reign of Fire,1
79.0,Village Roadshow Pictures,82682,Gangster Squad,0
2723.0,Lin Pictures,82682,Gangster Squad,1
5.0,Columbia Pictures,17610,Year One,0
7433.0,Ocean Pictures,17610,Year One,1
158.0,Spyglass Entertainment,22954,Invictus,0
171.0,Malpaso Productions,22954,Invictus,1
33.0,Universal Pictures,16995,State of Play,0
694.0,StudioCanal,16995,State of Play,1
33.0,Universal Pictures,16558,Duplicity,0
5163.0,Laura Bickford Productions,16558,Duplicity,1
2.0,Walt Disney Pictures,9849,My Favorite Martian,0
306.0,Twentieth Century Fox Film Corporation,5820,The Sentinel,0
