language,cast_0,director,genre_0,company_0,country,cast_num,crew_num,popularity,KNeigh,NBGaus,NBGaus_pf,MLP,EnsmblHD,EnsmblSF,EnsmblSW
0,912,1096,14,517,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,39,685,5,112,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1065,1975,8,1064,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,511,605,2,15,9,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,550,755,3,318,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,244,104,1,18,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1200,1439,0,712,0,2,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,352,33,6,9,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,379,797,0,18,9,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1916,2174,5,1200,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,224,1242,8,18,3,0,2,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0,313,1488,8,740,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,68,1493,5,186,1,0,3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,1417,431,12,63,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1137,1215,5,666,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,127,372,4,9,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1448,778,8,193,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,149,81,4,41,0,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,64,331,5,44,7,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,38,36,0,3,0,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,167,1571,12,799,0,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,107,83,1,82,10,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,172,80,8,18,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1090,338,0,93,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,1,657,5,13,0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1830,2097,5,193,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,168,178,0,14,7,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1130,1348,5,658,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,236,24,13,15,7,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1082,1294,0,18,0,2,3,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
0,9,1537,8,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1533,1167,5,636,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1259,1503,13,752,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,155,47,13,46,0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,959,1157,15,64,6,1,2,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
0,9,221,5,169,0,0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,398,799,8,158,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,1330,1591,5,18,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,697,889,5,158,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,26,192,6,9,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1003,1815,19,193,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,140,480,0,18,9,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1346,1611,15,9,6,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,589,731,5,55,6,0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,308,0,15,18,1,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,170,161,0,9,0,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,1667,1930,5,1031,9,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,273,615,8,31,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,537,1144,8,443,7,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,331,400,8,159,0,0,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
4,1130,112,5,1001,20,1,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,937,1111,5,186,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,124,443,1,12,0,0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,150,1466,13,13,16,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,218,425,5,78,0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,29,403,3,160,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,403,504,1,138,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
0,1834,2103,15,1152,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1378,1645,15,565,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,132,605,12,75,0,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,159,177,0,71,9,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,100,1252,8,110,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,61,390,8,44,6,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,144,1844,8,976,0,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,69,41,0,18,0,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,473,587,1,245,9,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,61,153,0,9,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,304,1269,8,2,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1273,1440,8,351,7,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,188,227,8,46,0,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,109,106,1,9,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,944,1137,0,537,5,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,75,435,1,1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,159,230,5,2,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,31,30,3,1,0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,858,1292,15,55,0,0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1480,883,13,395,42,1,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1813,2079,5,1134,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,777,940,5,414,0,0,3,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,486,445,5,114,7,0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,110,349,5,9,0,0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,198,974,12,15,18,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1388,1653,8,193,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1997,2251,17,1257,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,55,88,13,9,0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1269,705,15,13,0,0,3,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
0,71,146,4,89,0,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1,11,5,63,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,240,490,1,7,49,0,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
0,690,846,0,373,26,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,31,84,6,2,11,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,573,205,15,763,0,0,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
31,2013,2267,5,193,37,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1930,1875,15,995,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,926,2156,16,193,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29,28,3,1,0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,707,871,8,46,0,0,3,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
0,632,2075,12,1130,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,71,0,0,194,1,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1634,1891,15,193,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2074,2324,6,193,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1933,1796,8,1213,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1369,1636,5,193,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1315,1573,5,220,28,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,673,223,8,15,0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
0,952,1148,0,545,7,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,111,83,3,82,10,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,121,521,2,411,0,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,237,467,5,13,0,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,493,721,6,285,0,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,463,575,15,237,7,0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,536,643,8,63,1,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,375,408,0,9,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,1,23,2,18,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,128,446,2,9,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1648,1907,5,1013,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,100,100,0,6,6,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,103,198,8,46,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,33,101,1,69,0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,336,982,8,230,0,0,3,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
0,32,32,0,15,8,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1157,1293,15,15,9,1,3,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0,198,23,5,95,6,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1153,567,15,687,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,259,271,0,44,7,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,39,280,0,2,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,56,256,1,102,1,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,26,194,0,32,0,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1626,2051,5,1114,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,394,338,8,202,6,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,19,105,5,46,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,137,273,8,450,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,964,47,5,78,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0,65,157,8,12,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,702,388,14,44,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
0,20,19,0,4,0,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,582,713,8,13,0,0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0,1883,2143,9,1184,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,111,15,1,11,4,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,245,2060,5,1122,0,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,118,1597,8,193,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,155,291,8,13,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,834,991,5,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,183,204,1,48,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27,772,1929,16,1030,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,154,42,5,9,0,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1177,793,0,9,6,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,676,834,0,63,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,584,726,8,20,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0,9,9,0,6,0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,71,222,0,85,0,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,57,41,0,55,0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,299,695,8,996,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,207,87,0,2,0,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,259,500,0,13,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,602,84,5,12,0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,429,545,15,200,0,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,1160,523,8,78,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,725,884,8,1121,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,847,1008,11,468,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,661,1175,8,18,0,0,3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
0,1,239,15,18,3,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1127,1276,5,655,12,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1258,1502,5,751,26,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,522,792,5,55,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,471,373,8,54,7,0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0,635,206,6,102,0,1,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
5,1597,1852,8,978,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,357,447,6,44,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,78,464,13,218,9,0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0,240,490,1,78,2,0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0,603,526,8,9,7,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1752,2015,5,1092,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,240,226,12,132,1,0,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0,236,77,9,110,0,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,323,354,4,15,0,0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,310,400,8,18,0,0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0,215,23,0,54,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1487,1746,13,818,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,539,656,5,91,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,127,296,4,9,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1527,481,5,933,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,263,37,5,31,0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,830,987,0,154,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,118,1429,8,193,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1657,1918,15,1022,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,52,388,8,653,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,240,1990,11,1077,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,948,1141,5,193,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,402,503,0,207,0,0,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0,384,1532,8,138,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,150,337,0,137,16,1,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
0,554,37,4,46,0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,278,417,5,9,0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1749,1668,5,18,0,2,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
33,1858,446,15,1172,17,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,52,47,1,9,9,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,201,674,0,15,6,0,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0,590,732,8,75,1,0,2,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0,3,361,5,2,0,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,335,1073,14,396,0,0,3,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
0,1614,1865,5,158,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1201,1064,5,400,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,332,243,2,44,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,57,228,5,2,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1529,1784,8,935,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,247,273,0,113,0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1759,2021,6,193,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,155,47,5,78,0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,174,85,5,135,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,32,135,6,344,0,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,190,124,6,12,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1874,2131,13,1180,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1154,1387,8,688,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1422,1690,15,883,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,313,226,8,44,0,1,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,1717,1987,5,1075,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,88,160,0,19,10,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,348,2167,12,1196,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1464,1726,5,908,0,3,3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,56,5,5,15,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,146,150,0,3,0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,518,130,5,46,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1356,1623,8,194,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,205,487,5,52,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0,907,1088,13,285,0,0,3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,657,808,0,9,0,0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,929,514,8,527,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,259,433,8,2,0,0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0,83,78,3,1,0,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,156,20,6,15,7,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,170,290,0,46,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,429,1647,8,193,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,293,826,5,52,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,827,417,8,223,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0,1123,18,5,41,0,0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,410,1004,12,463,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,652,452,12,45,0,1,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0,566,1344,8,138,0,0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,403,531,13,273,0,0,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0,594,740,1,83,7,0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0,222,286,0,2,0,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,984,1181,8,151,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1076,1286,1,626,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,661,1180,4,13,6,1,3,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
0,12,12,1,8,3,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,155,185,0,9,7,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,194,1128,8,2,9,0,2,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0,1039,1418,5,135,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,218,339,5,201,0,0,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0,56,927,5,644,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1179,1414,12,324,0,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,103,133,8,93,0,0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
0,60,992,7,91,0,1,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0,1962,2221,15,193,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,453,473,13,112,7,1,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0,333,1034,1,485,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,65,73,2,31,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1164,787,8,256,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,270,212,0,15,1,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,526,641,0,272,38,0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1131,1349,5,193,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1294,1550,1,785,0,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,569,524,1,37,1,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,188,202,8,2,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1193,1433,1,710,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,110,995,15,553,1,0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,1416,1718,5,902,26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1389,1654,5,854,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,79,372,0,43,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,812,910,15,46,6,1,3,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
0,1501,1762,8,923,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1286,1534,13,355,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1772,255,5,454,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,682,839,5,366,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,876,330,15,285,0,0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1504,334,15,9,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,355,563,5,2,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,1074,327,4,625,0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,535,1171,0,15,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
0,467,1129,6,46,0,1,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
0,108,242,6,33,0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,49,220,5,2,0,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,503,718,8,53,0,0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,846,551,17,464,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
