language,cast_0,director,genre_0,company_0,country,cast_num,crew_num
0,9,221,5,169,0,0,2
0,342,355,5,46,0,0,2
0,259,262,0,9,7,0,1
0,290,279,3,18,0,0,3
0,121,34,5,49,10,3,2
0,88,375,14,9,0,0,0
0,1,419,13,170,1,2,3
0,343,325,10,31,0,1,3
0,156,271,5,171,0,0,3
0,79,335,6,172,0,1,3
0,344,247,5,173,0,0,1
0,108,420,5,19,0,0,3
0,36,37,5,174,0,3,3
0,345,208,6,2,0,1,2
0,219,116,12,15,0,0,2
0,200,421,8,15,7,1,1
0,346,291,8,13,0,0,1
0,347,422,0,19,0,0,3
0,342,423,5,91,6,1,2
0,348,424,8,15,0,0,3
0,103,425,8,175,0,0,2
0,155,47,5,15,9,1,1
0,88,426,0,176,1,1,3
0,349,427,0,158,0,0,1
0,103,305,8,18,0,0,3
0,350,428,3,9,7,0,2
0,351,429,8,44,0,0,2
0,60,18,1,41,0,1,2
0,65,12,1,31,0,1,3
0,115,430,4,15,0,0,3
0,56,52,1,5,0,1,1
0,55,294,8,115,0,0,1
0,26,313,8,15,0,2,3
0,218,137,8,115,0,2,3
0,194,50,8,15,0,1,3
0,124,163,8,9,0,1,0
0,188,251,8,13,0,0,1
0,352,33,6,9,0,0,2
0,205,147,5,177,0,0,3
0,312,370,8,9,7,0,1
0,353,197,13,2,0,1,3
0,33,431,15,178,0,0,2
0,103,116,8,19,0,0,3
0,109,432,0,13,0,1,3
0,205,123,5,2,0,0,3
0,124,393,8,9,0,0,2
0,200,13,2,1,0,0,3
0,154,433,13,12,0,2,2
0,107,434,5,9,0,0,3
0,354,435,0,9,0,0,1
0,115,294,5,18,0,0,0
0,78,103,0,41,1,0,2
0,72,402,8,9,0,0,0
0,18,436,5,47,0,0,3
0,54,329,8,5,0,1,3
0,313,437,3,18,0,0,1
0,284,438,8,2,0,0,1
0,33,439,5,2,0,2,3
0,252,71,0,66,0,0,1
0,140,440,0,179,9,1,3
0,109,441,1,1,0,1,1
0,355,442,0,14,7,3,3
0,150,424,0,79,16,1,1
0,124,443,1,12,0,0,3
0,356,444,8,1,0,0,3
0,265,445,6,19,10,0,3
0,128,446,2,9,0,0,2
0,357,447,6,44,0,0,2
0,358,237,0,31,0,1,2
0,129,448,5,180,0,1,3
0,359,26,0,9,30,1,3
0,360,449,12,18,20,1,1
0,39,450,6,19,0,0,1
0,286,325,13,2,0,0,2
0,361,17,0,93,0,0,1
0,265,67,5,54,0,1,1
0,362,451,15,181,6,0,3
0,64,452,8,5,0,0,0
0,328,453,8,15,0,0,1
0,259,271,0,44,7,1,2
0,363,454,0,13,0,3,3
0,170,455,0,9,0,0,1
0,364,255,8,10,0,1,3
0,217,424,5,19,0,0,3
0,129,234,0,31,0,0,3
0,197,456,15,83,1,3,3
0,365,457,8,63,9,1,3
0,154,458,6,64,0,0,3
0,307,459,0,5,0,0,1
0,366,335,1,182,0,0,3
0,36,460,5,183,1,0,1
0,312,291,5,53,0,1,3
0,367,442,0,14,7,1,2
0,56,5,5,15,0,0,0
0,361,461,5,2,0,0,2
0,29,402,7,18,0,0,2
0,115,325,5,10,0,1,0
0,143,462,13,135,0,1,2
0,159,104,0,43,9,0,3
0,368,463,13,0,1,0,2
0,100,339,8,15,0,0,2
0,369,464,0,184,0,1,2
0,88,128,0,130,0,0,3
0,286,325,13,148,0,0,3
0,242,174,5,14,7,1,0
0,79,465,0,9,0,0,3
0,370,60,1,185,0,1,3
0,313,466,1,53,0,0,2
0,72,211,10,146,0,1,3
0,371,404,5,108,7,3,3
0,101,390,8,138,0,0,0
0,140,440,0,77,0,0,3
0,18,467,6,186,1,0,3
0,75,468,0,46,0,0,1
2,197,187,1,2,9,1,1
0,372,469,8,15,0,1,1
0,2,470,5,187,6,0,3
0,88,471,0,5,0,0,0
0,373,472,0,18,0,0,0
0,361,57,5,110,0,0,1
0,18,51,5,188,0,0,0
0,374,161,0,13,9,1,2
0,375,408,0,9,0,0,0
0,262,394,0,126,0,1,3
0,376,473,2,75,0,1,2
0,194,474,8,189,7,0,1
0,84,198,8,123,0,3,3
0,29,475,8,190,0,0,1
0,377,269,8,2,0,0,1
0,78,476,2,41,0,2,3
0,378,299,0,18,6,0,0
0,379,477,0,2,0,0,3
0,380,196,0,18,0,2,2
0,381,478,5,15,7,1,1
0,265,147,6,191,7,1,2
0,39,37,1,20,0,2,3
0,374,95,5,15,9,2,2
0,382,134,13,2,20,1,3
0,154,118,5,15,0,0,3
0,190,67,13,192,0,0,3
5,383,479,15,193,15,0,0
0,129,361,0,19,0,0,2
0,87,215,13,41,1,0,3
0,384,276,1,9,6,0,1
0,125,383,5,130,7,1,3
0,290,138,8,63,0,0,2
0,385,368,2,18,0,0,2
0,357,417,17,194,0,1,3
0,16,138,11,58,0,1,3
0,140,480,6,18,9,2,3
0,129,147,12,15,0,0,1
0,103,198,8,46,0,0,1
6,386,481,5,195,6,0,0
0,153,482,1,53,0,1,1
0,98,128,5,196,0,0,1
0,387,483,8,2,0,0,0
0,159,484,0,194,0,0,3
7,388,485,5,197,26,0,2
0,389,486,3,198,7,0,3
0,205,487,5,52,0,0,1
0,205,488,8,52,0,0,1
0,205,438,8,2,0,1,1
0,278,3,13,180,0,1,3
0,127,296,4,9,0,0,2
0,309,403,0,5,0,1,2
0,154,101,5,91,0,0,1
0,103,50,8,12,0,0,3
0,325,489,13,199,1,0,3
0,390,490,5,158,31,0,3
0,139,354,2,15,0,0,2
0,140,480,0,18,9,1,2
0,391,491,8,200,0,0,3
0,143,370,8,19,0,0,2
0,53,244,0,13,0,0,1
0,392,291,8,1,0,0,1
0,205,207,5,5,0,0,3
0,393,130,5,44,0,0,1
0,218,339,5,201,0,0,3
0,39,118,5,9,0,1,1
0,331,273,12,13,0,0,1
0,23,492,5,75,0,1,3
0,154,272,0,19,10,0,2
0,284,100,8,31,0,0,3
0,394,338,8,202,6,0,3
0,198,72,8,1,0,1,0
0,277,266,15,13,0,1,3
0,259,493,5,9,7,0,2
0,9,494,0,9,0,0,0
0,331,495,1,46,32,0,3
0,395,352,8,33,0,0,2
0,374,478,8,15,1,1,1
0,371,4,1,1,0,0,2
0,1,239,15,18,3,1,3
0,159,495,0,203,33,0,1
0,56,280,8,44,0,0,2
0,396,496,8,204,0,0,0
0,124,399,12,15,0,0,2
0,14,497,1,79,0,0,2
0,397,498,8,18,0,0,2
0,197,499,15,83,10,0,2
0,387,155,8,157,0,1,1
0,398,400,1,9,0,0,0
0,200,420,0,15,0,0,0
0,399,185,1,9,0,0,1
0,400,77,13,205,0,0,2
0,20,500,0,13,7,0,3
0,401,501,1,15,9,0,1
0,205,502,2,206,0,0,2
0,402,503,0,207,0,0,3
0,403,504,1,138,0,1,1
0,36,2,5,31,1,0,3
0,100,104,0,142,0,0,1
0,32,505,0,179,9,0,3
0,307,506,0,5,0,0,0
0,215,368,8,46,0,1,2
0,404,507,1,18,6,0,1
0,218,508,13,105,0,0,3
0,244,509,8,208,0,0,1
0,405,510,1,9,10,0,0
0,115,511,5,2,0,0,0
0,236,77,9,110,0,1,0
0,138,334,6,14,7,1,2
0,406,53,1,110,6,0,3
0,407,433,5,209,11,1,1
3,408,183,0,73,5,0,1
0,78,512,0,30,0,0,2
0,284,14,0,53,0,1,0
0,409,35,5,13,0,0,1
0,410,513,0,110,0,0,0
0,401,514,13,15,1,1,0
0,410,515,3,210,0,0,0
0,9,516,5,211,0,2,3
0,39,222,1,5,0,2,2
0,262,277,0,2,0,0,1
0,155,275,13,212,0,0,1
0,159,513,0,52,0,0,2
0,361,517,5,46,0,0,1
0,411,518,3,213,0,0,3
0,412,519,0,78,0,0,1
0,268,154,2,126,0,0,2
0,49,520,5,18,1,0,3
0,240,521,5,132,0,0,1
0,143,290,8,2,0,1,0
0,379,111,0,103,9,0,2
0,132,522,12,214,0,0,3
0,55,203,5,9,0,0,2
0,413,523,5,15,0,1,0
0,270,168,0,215,0,0,2
0,94,197,0,2,0,0,3
0,205,494,12,216,1,1,1
0,107,524,3,31,1,0,3
0,84,525,8,177,0,1,3
0,170,526,8,9,0,0,0
0,143,98,0,0,0,0,1
0,414,527,5,18,1,0,3
0,415,155,8,2,0,0,3
0,416,458,5,18,0,1,1
0,417,528,8,52,0,0,0
0,357,529,5,126,0,1,2
0,287,326,8,15,0,0,3
0,418,530,1,7,1,0,2
0,419,531,2,217,6,0,3
0,155,532,0,13,7,3,3
0,420,533,1,110,1,0,1
0,78,464,13,218,9,0,1
3,379,183,5,73,5,1,2
0,247,534,0,126,0,0,2
0,27,535,0,2,0,1,2
0,421,536,1,219,4,0,2
2,422,363,0,220,9,0,1
0,423,420,5,12,0,0,3
2,424,537,1,104,9,0,0
0,226,434,1,46,0,0,3
0,150,538,6,221,16,0,1
0,100,92,14,79,0,2,3
0,0,539,0,41,0,2,2
0,29,344,8,24,0,0,1
0,425,540,5,46,0,0,2
0,3,361,5,2,0,1,2
0,143,541,8,53,0,2,2
0,101,542,13,9,6,0,0
0,134,42,1,15,0,2,2
0,426,187,0,15,9,2,3
0,427,543,5,144,0,0,3
0,119,335,0,200,0,1,1
0,72,130,13,44,0,0,1
0,172,80,8,18,0,0,1
0,26,20,0,15,0,1,3
0,31,483,8,46,0,1,0
0,428,32,15,13,6,1,3
0,126,67,5,2,0,3,3
0,9,544,8,13,34,1,0
0,394,491,8,200,0,0,1
0,429,545,15,214,0,0,2
0,134,42,1,15,0,2,2
0,124,546,8,222,0,1,2
0,45,417,12,223,0,1,1
0,200,323,12,2,0,0,2
0,430,434,5,5,0,0,3
0,115,238,6,9,0,2,3
0,103,305,8,13,0,3,2
0,75,435,1,1,0,0,1
0,155,216,8,224,0,1,2
0,431,132,0,15,0,2,2
0,283,156,0,111,0,0,3
0,156,331,5,15,0,0,3
0,346,335,0,200,0,2,3
0,57,228,5,2,0,1,1
0,116,525,8,225,0,1,3
0,432,305,8,18,0,0,1
0,56,77,5,226,0,3,3
0,118,429,8,18,0,0,1
0,33,1,0,31,20,0,1
0,413,523,8,13,0,1,3
0,132,547,8,18,0,0,0
0,433,500,15,13,0,0,2
0,31,37,6,31,13,2,3
0,29,194,0,18,0,0,3
0,353,548,8,15,0,1,2
0,357,159,5,63,0,0,1
0,434,255,8,15,0,0,3
0,435,549,0,13,0,0,1
0,436,52,0,79,0,0,0
0,72,489,13,126,0,0,2
0,140,440,0,14,9,0,2
0,23,3,5,5,0,1,3
0,437,393,8,13,0,0,3
0,53,550,3,227,6,0,1
0,438,287,0,149,0,1,3
0,418,530,0,78,1,1,2
0,439,551,0,18,0,0,3
0,192,243,8,15,0,1,3
0,1,385,6,46,0,0,3
0,64,552,12,19,0,0,2
0,312,383,5,15,7,0,3
0,293,553,2,1,0,0,0
0,440,554,8,2,1,0,2
0,441,325,17,5,0,2,2
0,115,417,5,9,0,1,3
0,166,505,15,46,0,0,3
0,272,37,5,31,0,0,3
0,240,128,1,110,0,0,2
0,442,555,2,18,0,1,3
0,443,370,8,114,0,0,1
0,357,556,5,126,0,0,0
0,387,345,8,19,0,2,2
0,51,557,1,15,0,0,3
0,51,541,8,9,0,0,1
0,429,545,15,200,0,0,1
0,78,130,6,46,0,0,3
0,163,77,5,12,0,1,3
0,132,558,8,228,0,1,3
0,290,559,8,80,7,0,2
0,444,454,15,13,0,0,3
0,324,560,8,135,1,0,0
0,371,234,5,229,0,0,0
0,387,305,8,91,7,1,2
0,29,251,8,9,0,1,2
0,445,313,8,230,0,1,2
0,228,499,1,15,0,0,0
0,446,561,5,9,0,0,0
0,447,494,8,231,0,0,0
0,448,470,5,9,0,0,2
0,277,562,13,232,6,0,0
0,449,123,5,2,0,0,2
0,450,164,5,9,0,0,3
0,172,398,8,9,0,0,0
0,451,405,2,13,0,0,1
0,452,173,0,233,1,0,3
0,355,563,5,2,1,1,2
0,64,564,5,229,0,0,2
0,453,246,15,19,0,0,3
0,454,47,5,234,0,0,1
0,351,483,8,145,6,0,0
0,455,480,0,235,9,0,3
0,456,565,2,5,0,0,3
0,155,308,13,163,0,0,0
0,163,566,5,158,0,0,1
0,457,567,0,19,10,1,3
0,278,375,5,2,0,0,0
0,458,127,5,78,9,0,1
0,459,568,5,223,9,0,2
0,375,462,0,18,0,0,0
0,159,569,0,100,0,0,1
0,18,570,6,41,0,0,1
0,153,571,0,2,0,0,1
0,129,466,1,18,0,1,3
0,61,390,8,44,6,0,1
0,460,465,8,44,9,0,2
2,339,363,8,34,9,2,3
0,461,572,8,236,0,0,1
0,201,573,8,9,1,0,2
0,387,544,1,15,1,1,1
0,462,574,5,46,0,0,0
0,463,575,15,237,7,0,3
0,68,162,1,15,0,0,0
0,84,474,0,63,7,1,0
0,259,576,8,200,0,0,0
0,464,577,0,238,1,0,1
0,465,578,0,52,0,0,0
0,466,579,0,83,7,0,1
0,193,445,0,200,0,0,2
0,467,562,0,9,0,0,3
0,468,580,8,239,9,0,2
0,469,460,4,88,1,0,1
0,170,353,5,9,0,1,3
0,208,581,1,240,0,0,1
0,342,426,0,179,9,1,3
0,358,582,1,241,7,0,2
0,25,237,6,9,0,0,2
0,470,383,0,78,0,1,2
0,357,583,0,130,35,0,1
0,471,373,8,54,7,0,1
3,379,584,0,242,5,0,2
0,472,585,0,243,9,0,0
8,20,586,0,244,31,1,3
2,473,587,1,245,9,0,3
0,244,588,0,53,0,1,1
0,474,103,2,63,0,0,2
9,475,589,0,246,13,0,2
0,108,124,5,13,0,1,2
0,476,332,8,15,0,0,1
0,477,23,3,96,0,0,3
0,478,7,4,15,0,1,2
0,290,590,12,9,7,0,1
0,327,418,8,5,1,0,1
0,155,227,8,166,0,0,3
3,479,131,1,247,5,1,3
0,137,277,8,53,0,0,3
0,247,273,8,126,0,2,3
0,172,591,8,12,0,0,0
0,119,335,0,200,0,1,3
0,127,592,4,9,0,0,1
3,480,593,0,95,5,0,1
0,481,69,5,24,0,0,2
3,482,594,1,248,5,0,0
0,154,595,5,15,0,3,2
0,331,76,5,249,0,0,3
0,308,596,13,114,0,0,3
0,222,441,0,2,0,2,2
0,331,597,5,105,0,1,2
0,284,366,8,44,0,0,3
0,1,334,15,250,9,0,2
0,324,76,5,2,0,2,0
0,26,390,17,229,0,0,1
0,483,598,5,251,0,0,0
0,125,17,0,110,0,0,1
0,79,465,15,15,0,0,3
0,32,135,4,252,0,0,1
0,57,599,0,9,0,0,0
0,484,600,0,200,0,0,0
0,369,274,1,206,0,0,2
0,301,601,5,253,0,1,3
0,485,602,1,0,36,0,1
0,486,445,5,114,7,0,1
0,487,603,1,2,0,1,3
0,488,604,5,13,0,2,3
0,9,516,13,3,0,1,3
0,132,605,12,75,0,1,2
0,129,373,8,254,0,2,2
0,489,606,1,255,0,0,2
0,490,84,5,256,7,1,2
0,491,601,5,13,0,1,3
0,100,607,0,5,0,0,1
0,427,608,8,13,0,0,2
0,272,609,5,75,0,0,2
0,60,531,1,41,0,1,0
0,154,547,5,13,0,0,3
0,118,240,0,2,7,2,1
0,253,432,8,13,0,0,3
7,492,610,0,257,26,0,3
0,79,64,5,9,0,0,1
0,240,611,1,258,7,1,0
0,44,612,4,78,0,0,2
0,272,609,7,75,0,2,2
0,9,405,6,200,0,0,1
0,32,271,0,13,7,0,3
0,214,294,5,123,0,0,3
0,228,339,9,2,0,0,0
0,493,613,5,15,0,0,0
0,236,309,5,13,0,0,3
0,493,464,6,2,0,0,3
5,494,461,5,15,0,0,1
0,495,614,3,259,0,0,0
0,273,615,8,31,0,1,1
0,214,231,8,3,7,3,2
10,496,616,0,260,16,0,3
0,65,186,1,13,0,0,2
0,218,23,2,54,1,0,1
0,497,57,5,193,15,0,0
0,107,104,1,43,0,0,2
0,143,195,5,75,0,0,3
0,498,335,0,200,0,0,3
0,499,235,8,13,0,0,3
0,125,373,5,9,0,1,3
0,200,344,8,18,0,0,2
0,500,617,4,9,0,0,3
0,437,235,8,261,0,1,3
0,155,47,13,15,0,1,3
0,501,273,5,2,0,0,2
0,502,285,8,15,0,1,2
0,503,618,8,2,0,0,2
0,504,238,5,63,1,1,2
0,371,420,13,44,0,2,3
0,505,59,1,1,0,0,3
0,506,185,8,9,0,0,1
0,507,142,4,158,0,2,3
0,508,545,15,13,0,1,1
0,331,224,15,13,7,0,3
0,36,295,0,262,1,1,1
0,509,295,5,1,0,1,3
0,20,619,1,95,0,0,1
0,384,620,5,138,0,0,1
0,510,328,12,135,0,0,0
0,51,548,8,15,0,1,2
0,511,195,8,1,10,0,3
0,154,433,5,263,0,2,3
0,116,285,8,264,0,1,2
0,194,201,8,1,0,0,3
0,512,621,2,126,0,0,2
0,194,544,8,19,10,0,2
0,513,202,8,2,0,0,2
0,509,622,8,265,0,0,1
0,1,35,13,52,0,0,1
0,197,212,15,83,9,0,3
0,181,623,15,266,0,0,2
0,31,373,8,254,0,0,2
0,26,194,0,32,0,0,3
0,510,464,0,44,0,1,2
0,331,624,8,228,0,0,1
0,312,625,8,75,0,0,0
0,118,626,1,18,0,0,0
0,514,627,8,9,0,0,0
0,465,628,0,15,8,0,2
0,515,334,5,250,9,2,3
0,516,531,5,13,0,1,2
0,517,440,15,19,0,0,3
0,205,269,5,2,0,0,3
0,36,325,5,12,0,0,1
0,518,629,15,44,37,0,1
0,519,630,5,19,10,0,1
0,520,246,4,18,0,1,3
0,509,301,5,126,0,0,2
0,53,631,8,13,0,0,2
0,521,632,4,207,0,0,1
0,9,607,8,63,0,0,2
0,522,48,0,41,0,0,2
0,44,325,13,5,0,0,1
0,523,633,13,267,0,1,3
0,511,634,8,15,0,0,1
0,218,474,13,177,0,3,3
0,280,635,5,18,6,1,3
0,392,636,7,268,18,0,3
0,13,637,5,2,10,2,3
0,366,262,6,55,0,1,3
0,138,638,3,198,1,0,0
0,265,420,8,9,7,0,0
0,524,639,0,200,0,0,2
0,26,640,6,44,0,0,3
0,525,545,15,269,7,0,3
0,167,385,13,270,0,0,0
0,137,541,0,13,0,3,2
0,226,411,10,9,1,1,1
0,270,331,0,271,0,1,2
0,459,450,8,15,9,0,1
0,53,522,8,41,29,0,1
0,526,641,0,272,38,0,3
0,527,642,2,46,12,1,1
0,192,349,0,39,0,0,3
0,528,209,0,9,0,0,0
0,68,558,8,46,0,1,1
0,371,643,5,63,0,0,2
0,82,240,0,111,0,0,1
0,529,644,5,211,1,0,2
0,268,160,0,179,6,0,2
0,33,423,5,273,0,0,2
0,465,645,0,52,39,0,1
0,71,49,0,274,0,2,3
0,226,434,5,18,7,0,3
0,530,646,0,45,6,0,3
0,284,437,7,2,0,0,2
0,167,42,1,52,0,2,3
0,531,647,2,275,5,0,0
0,16,17,8,91,0,2,2
0,111,104,5,2,0,0,2
0,532,331,0,110,0,0,1
0,533,648,0,273,7,0,1
0,534,205,6,105,28,0,2
0,535,649,0,276,40,0,0
0,536,650,10,220,9,1,1
0,5,105,5,15,0,0,2
4,409,112,5,277,20,2,3
4,537,651,0,278,0,0,1
0,316,652,5,279,0,0,0
0,300,347,0,24,0,1,3
0,219,653,8,14,0,0,0
0,283,47,5,2,0,0,0
0,23,119,5,44,0,0,3
0,384,654,0,5,0,0,1
0,78,168,0,218,0,0,1
1,538,655,3,280,8,0,1
0,539,656,5,91,0,0,2
0,1,657,5,13,0,1,3
0,450,658,12,2,0,0,0
0,262,401,8,281,0,0,1
0,38,563,5,282,1,0,1
0,153,482,5,283,0,1,1
0,55,339,5,284,0,0,3
0,307,299,0,19,6,1,3
0,118,151,13,18,7,0,1
0,540,659,7,179,14,0,1
0,136,660,15,41,0,0,3
0,541,661,17,41,0,0,1
0,259,500,0,13,0,0,2
0,317,662,14,15,0,0,0
0,302,663,0,55,7,1,3
0,472,664,5,53,1,0,2
0,270,665,0,156,0,0,3
0,44,35,8,44,7,0,1
0,542,666,1,20,0,3,1
0,543,667,0,285,7,2,3
0,19,561,5,14,7,1,2
0,116,668,8,86,0,1,1
0,124,46,8,13,0,0,3
0,88,70,5,53,0,0,1
0,544,354,1,1,6,0,1
0,313,104,2,9,0,1,1
0,92,669,8,9,0,0,1
0,545,98,8,15,0,1,3
0,27,535,0,2,0,1,3
0,546,670,15,286,0,0,3
0,155,656,5,91,0,0,1
0,547,671,0,287,0,0,1
0,155,672,8,288,0,0,1
0,118,429,13,18,0,2,3
0,37,74,6,289,6,0,2
0,493,435,0,9,0,1,1
0,103,130,6,13,7,0,1
0,548,363,1,290,6,1,1
0,221,37,0,2,0,1,1
0,79,673,5,31,15,0,0
0,237,467,5,13,0,0,3
0,270,111,0,103,9,0,3
0,275,5,0,52,8,0,1
0,98,501,0,13,7,0,3
0,78,47,5,9,0,0,3
0,201,674,0,15,6,0,1
8,549,675,2,291,31,0,1
0,550,595,2,44,0,0,1
0,54,676,8,13,0,0,2
0,551,167,3,163,0,0,2
0,147,677,5,53,0,0,1
0,129,147,10,5,0,0,3
0,552,678,1,292,7,0,1
0,553,417,5,78,0,1,3
0,387,679,8,13,0,1,2
0,554,390,17,110,0,0,3
0,56,680,0,45,1,2,3
0,200,203,5,15,0,0,2
0,154,42,5,9,0,0,3
0,555,681,0,78,9,0,2
0,504,466,8,273,1,3,3
0,236,613,5,135,10,0,0
0,310,435,8,10,0,1,1
0,57,301,13,13,0,0,3
0,556,682,8,13,0,1,3
0,88,14,8,177,0,0,2
0,557,13,0,63,0,0,1
0,188,202,8,2,0,0,3
0,328,683,8,15,0,3,3
0,31,28,3,21,0,0,3
0,64,153,0,18,0,2,1
0,447,684,5,79,0,0,0
0,39,685,5,112,0,1,1
0,154,665,5,1,0,2,2
0,228,128,0,9,0,1,1
0,558,598,5,42,0,1,3
0,219,432,8,18,7,0,3
0,559,14,15,9,0,0,1
0,103,428,13,293,0,0,1
0,392,291,8,1,0,3,1
0,560,631,8,123,0,0,3
0,33,67,13,13,0,1,3
0,382,134,4,11,0,1,3
0,258,686,3,9,0,0,2
0,342,325,6,19,0,0,1
0,286,325,5,126,0,1,3
0,155,368,8,294,10,0,1
0,447,547,12,13,0,1,3
0,247,541,8,79,0,1,3
0,561,159,8,1,0,0,3
11,562,687,1,9,7,0,2
0,563,528,5,2,0,0,1
0,33,101,1,69,0,1,3
0,129,688,5,9,0,0,3
0,218,689,5,13,0,0,2
0,35,690,15,41,6,1,2
0,167,691,0,295,5,1,3
0,273,18,2,9,0,0,0
0,564,692,2,15,10,0,1
0,200,344,5,2,0,0,3
0,565,548,8,15,0,1,1
0,26,262,0,9,0,0,3
0,329,693,8,86,0,0,1
0,143,694,5,18,0,0,0
0,392,233,8,32,0,1,0
0,95,251,0,9,0,0,3
0,293,233,8,2,0,2,3
0,29,695,2,296,12,1,3
0,566,696,3,274,6,0,0
0,1,697,13,13,0,1,3
0,56,597,12,229,0,0,1
0,500,698,4,9,0,0,1
0,567,507,8,18,0,0,2
0,568,227,8,9,0,1,1
0,555,530,1,7,9,1,1
0,569,524,1,37,1,0,3
0,453,473,5,297,0,0,2
0,570,565,8,75,0,1,0
0,374,95,5,15,1,1,2
0,419,233,8,41,0,0,2
0,265,17,0,9,0,2,3
0,571,305,8,298,0,1,1
0,1,23,12,299,0,0,3
0,105,699,5,1,0,0,2
0,529,492,0,45,0,1,3
0,37,272,0,228,0,0,3
0,572,5,15,15,0,0,3
0,400,700,2,126,0,1,2
0,573,701,8,13,0,1,0
0,574,106,5,41,0,3,0
0,421,468,1,12,7,0,2
0,124,11,8,300,0,1,2
0,63,311,15,2,4,1,3
0,575,702,15,45,0,1,3
0,576,703,8,44,0,0,1
0,155,221,1,15,0,0,2
0,71,704,0,301,0,0,2
0,577,185,15,302,0,0,1
0,369,95,0,144,7,0,2
0,578,705,0,13,0,0,0
0,31,706,8,15,0,0,2
0,487,707,5,151,0,0,3
0,119,708,17,13,0,0,1
0,109,709,0,2,0,0,1
0,118,398,0,158,0,0,0
0,579,710,0,303,0,0,3
0,201,147,6,125,0,1,1
0,580,711,8,9,3,0,3
0,581,712,3,1,0,0,3
0,582,713,8,13,0,0,1
0,153,482,8,18,0,1,2
0,430,714,5,16,0,2,3
0,200,458,5,15,0,0,0
0,154,715,0,9,0,0,0
0,332,243,2,44,0,0,1
0,108,242,6,33,0,1,3
0,130,716,0,15,0,0,1
0,583,717,8,138,0,0,2
0,565,548,8,15,0,1,1
0,503,718,8,53,0,0,2
0,16,719,12,45,0,1,2
0,197,720,4,151,0,0,3
0,493,721,6,285,0,0,3
0,408,272,0,46,0,0,1
0,316,722,0,158,0,0,0
0,429,723,0,19,10,0,3
0,37,101,5,69,0,0,0
0,278,357,13,52,0,0,2
0,225,724,5,5,0,0,1
0,100,452,8,116,0,0,3
0,515,725,15,239,6,0,3
0,584,726,8,20,0,0,1
0,112,727,6,13,0,0,2
0,585,728,0,126,7,0,3
0,586,339,8,105,0,0,1
0,63,520,5,126,0,0,3
0,587,316,15,53,1,0,1
0,82,423,5,13,0,0,2
0,208,729,0,304,36,0,2
0,588,431,5,31,0,0,2
0,408,477,0,0,0,0,0
0,71,730,0,125,0,0,1
0,589,731,5,55,6,0,2
0,590,732,8,75,1,0,2
0,591,733,8,305,0,0,0
0,192,643,5,63,0,0,3
0,579,252,1,306,6,0,0
0,260,734,8,307,6,0,2
0,9,489,13,112,0,0,1
0,343,501,0,308,6,0,2
0,244,101,10,52,0,0,3
0,155,735,5,5,0,1,2
0,82,736,6,64,0,1,1
0,278,737,5,309,1,0,1
0,563,431,13,273,6,0,2
0,592,738,0,310,0,0,1
0,138,692,5,186,1,1,1
3,593,739,2,193,5,0,1
0,594,740,1,83,7,0,0
0,33,741,0,38,6,0,1
3,150,742,1,311,5,0,0
2,595,743,8,312,14,1,1
0,270,168,6,127,0,1,3
0,262,11,0,313,0,1,3
5,596,744,3,152,7,0,1
0,597,648,9,314,14,0,3
0,598,745,5,315,9,0,0
0,121,746,12,239,14,1,3
7,599,747,2,257,26,0,0
0,600,748,13,316,1,0,0
0,51,45,1,2,6,1,3
0,601,749,8,15,0,3,2
0,301,138,5,58,7,1,3
0,84,750,8,79,0,0,2
0,139,437,1,317,1,0,2
0,602,84,5,12,0,1,3
0,89,297,8,63,0,1,1
0,603,526,8,9,7,0,1
0,99,751,8,15,0,0,1
0,154,752,5,15,1,1,1
0,604,320,8,53,0,0,1
0,605,753,5,285,37,0,1
0,515,754,5,180,7,0,2
0,606,158,3,1,0,0,3
0,607,271,5,13,0,2,2
0,39,37,1,20,0,2,2
0,550,755,3,318,0,0,0
0,272,97,13,9,6,0,2
0,200,487,8,186,1,0,3
0,119,335,0,46,0,0,3
0,100,128,0,18,0,1,3
0,349,668,8,15,0,1,3
0,3,163,8,9,0,3,3
0,608,105,17,144,0,1,3
0,79,727,5,8,0,0,0
0,609,9,2,319,0,0,3
0,331,236,8,46,0,0,3
1,610,756,3,320,8,0,0
0,341,466,8,53,0,0,3
0,44,138,14,214,0,0,2
0,155,70,8,80,0,0,1
0,555,530,1,78,1,1,3
0,44,159,8,63,0,0,2
0,465,173,6,15,8,0,1
0,84,198,8,9,7,3,3
0,269,643,12,321,0,0,1
0,494,351,8,1,0,1,1
0,557,613,8,19,10,0,1
0,611,68,0,45,1,1,3
0,126,367,0,2,0,0,0
0,262,476,6,322,0,0,2
0,54,757,7,1,0,1,3
0,374,95,5,15,9,0,2
0,39,17,4,323,0,0,3
0,140,308,1,78,1,0,1
0,56,31,0,324,9,0,3
0,301,758,5,2,0,3,2
0,612,759,15,13,0,0,0
2,613,258,16,250,28,0,0
0,356,370,8,44,0,0,2
0,16,186,5,110,6,1,0
0,614,354,0,325,0,0,0
0,615,627,1,15,0,0,0
0,507,465,0,151,0,0,2
0,143,469,8,326,0,0,1
0,176,523,12,45,0,0,1
0,616,47,5,53,0,0,2
0,617,760,8,327,1,1,3
0,611,761,0,15,0,0,2
4,237,762,0,18,12,0,1
0,75,763,0,328,6,0,3
0,555,530,1,7,1,3,2
