language,cast_num,cast_0,crew_num,director,genre_0,company_0,country
en,8,Jeff Goldblum,10,Lawrence Guterman,Comedy,Village Roadshow Pictures,US
en,22,Mark Wahlberg,115,F. Gary Gray,Action,De Line Pictures,GB
en,26,Sandra Bullock,7,Marc Lawrence,Romance,Village Roadshow Pictures,AU
en,18,Woody Allen,66,Eric Darnell,Adventure,DreamWorks SKG,US
en,18,Vince Vaughn,6,Peter Billingsley,Comedy,Universal Pictures,US
en,12,Tom Cruise,17,Tony Scott,Adventure,Paramount Pictures,US
en,22,Steve Martin,11,Adam Shankman,Comedy,Twentieth Century Fox Film Corporation,US
en,37,Dylan O'Brien,99,Wes Ball,Action,Gotham Group,US
en,19,Julia Roberts,16,Ryan Murphy,Drama,Columbia Pictures,US
en,11,Nicolas Cage,10,Brett Ratner,Comedy,Universal Pictures,US
en,29,Bruce Willis,13,Robert Schwentke,Action,DC Comics,US
en,66,Al Pacino,44,Oliver Stone,Drama,Donners' Company,US
en,21,Robert Redford,26,Robert Redford,Drama,Wildwood Enterprises,US
en,20,Tom Cruise,142,Michael Mann,Drama,Paramount Pictures,US
en,18,Dwayne Johnson,22,Chuck Russell,Action,Universal Pictures,US
en,10,Joaquin Phoenix,101,Jay Russell,Drama,Casey Silver Productions,US
en,47,Tom Cruise,35,Christopher McQuarrie,Crime,Paramount Pictures,US
en,18,Thomas Jane,148,Renny Harlin,Action,Village Roadshow Pictures,AU
en,10,Michael Jackson,6,Kenny Ortega,Music,Columbia Pictures,US
en,18,Matt Damon,51,Steven Soderbergh,Drama,Double Feature Films,US
en,7,Jerry O'Connell,19,David McNally,Comedy,Castle Rock Entertainment,AU
en,8,Dakota Fanning,79,Henry Selick,Animation,Focus Features,US
en,22,Mark Wahlberg,19,M. Night Shyamalan,Thriller,Spyglass Entertainment,US
en,12,Denzel Washington,147,Tony Scott,Action,Regency Enterprises,GB
en,21,Tim Allen,26,Brian Robbins,Comedy,Walt Disney Pictures,US
en,84,Ben Stiller,109,Todd Phillips,Comedy,Weed Road Pictures,US
en,20,Arnold Schwarzenegger,12,Brian Levant,Family,Twentieth Century Fox Film Corporation,US
en,21,Ron Perlman,111,Guillermo del Toro,Fantasy,Revolution Studios,US
en,19,John Travolta,15,Steven Zaillian,Drama,Paramount Pictures,US
en,21,Kodi Smit-McPhee,73,Sam Fell,Family,Focus Features,US
en,50,Bruce Willis,92,Michael Caton-Jones,Action,Universal Pictures,US
en,46,Ben Affleck,102,John Woo,Action,Paramount Pictures,CA
en,12,Robert Redford,8,Jon Avnet,Drama,Cinergi Pictures Entertainment,US
en,18,Matthew Broderick,76,Robert Stevenhagen,Adventure,Larger Than Life Productions,GB
en,15,Jackie Chan,36,Kevin Donovan,Thriller,DreamWorks SKG,US
en,12,Steven Seagal,20,Geoff Murphy,Action,Regency Enterprises,US
en,29,Chris Pine,31,Kenneth Branagh,Action,Paramount Pictures,RU
en,67,Jennifer Lawrence,89,David O. Russell,Drama,Fox 2000 Pictures,US
en,29,Gerard Butler,101,Babak Najafi,Action,Millennium Films,BG
en,26,Sigourney Weaver,91,Jean-Pierre Jeunet,Science Fiction,Twentieth Century Fox Film Corporation,US
en,16,Mark Wahlberg,10,Antoine Fuqua,Action,Paramount Pictures,US
en,18,Ben Kingsley,74,Anthony Stacchi,Animation,Laika Entertainment,US
en,11,Sandra Bullock,35,Griffin Dunne,Drama,Village Roadshow Pictures,US
en,35,Chris Pratt,82,Phil Lord,Adventure,Village Roadshow Pictures,US
en,14,Sandra Bullock,13,John Pasquin,Action,Village Roadshow Pictures,US
en,15,Christian Bale,122,Rob Bowman,Adventure,The Zanuck Company,IE
en,40,Josh Brolin,81,Ruben Fleischer,Crime,Village Roadshow Pictures,US
en,24,Jack Black,12,Harold Ramis,Comedy,Columbia Pictures,US
en,46,Morgan Freeman,37,Clint Eastwood,Drama,Spyglass Entertainment,US
en,22,Russell Crowe,25,Kevin Macdonald,Action,Universal Pictures,FR
en,33,Clive Owen,8,Tony Gilroy,Romance,Universal Pictures,DE
en,8,Jeff Daniels,6,Donald Petrie,Comedy,Walt Disney Pictures,US
en,15,Michael Douglas,25,Clark Johnson,Action,Twentieth Century Fox Film Corporation,US
en,18,Dwayne Johnson,15,Jorge Blanco,Science Fiction,TriStar Pictures,ES
en,18,Patrick Stewart,19,Stuart Baird,Science Fiction,Paramount Pictures,US
en,42,George Clooney,46,Joel Coen,Crime,Imagine Entertainment,US
en,46,Clint Eastwood,19,Robert Lorenz,Drama,Malpaso Productions,US
en,20,Mel Gibson,80,Martin Campbell,Crime,Icon Productions,GB
en,27,Penelope Ann Miller,87,Peter Hyams,Horror,Paramount Pictures,DE
en,10,Robert De Niro,15,Harold Ramis,Comedy,Village Roadshow Pictures,AU
en,33,Robert De Niro,2,Jon Avnet,Action,Grosvenor Park Media Ltd.,US
en,25,Bruce Willis,90,Harold Becker,Action,Imagine Entertainment,US
en,12,Robert Downey Jr.,21,Joe Wright,Drama,DreamWorks,US
en,13,Matt Damon,34,Robert Redford,Fantasy,DreamWorks SKG,US
en,45,Kate Hudson,16,Cameron Crowe,Drama,Columbia Pictures,US
en,20,Bill Murray,11,Tim Hill,Animation,Twentieth Century Fox Film Corporation,GB
en,15,Ice Cube,111,Lee Tamahori,Action,Original Film,US
en,11,Paul Bettany,17,Scott Stewart,Action,Screen Gems,US
en,13,Brad Pitt,30,Tim Johnson,Family,DreamWorks Animation,US
en,15,Laurence Fishburne,59,Paul W.S. Anderson,Horror,Paramount Pictures,GB
en,23,Kevin Costner,67,Tom Shadyac,Drama,Universal Pictures,DE
en,19,Josh Hartnett,72,Brian De Palma,Drama,Universal Pictures,FR
en,16,James Franco,81,Tony Bill,Action,Ingenious Film Partners,GB
en,11,Robert Redford,15,Rod Lurie,Action,DreamWorks SKG,US
en,12,James Spader,59,Walter Hill,Horror,United Artists,CH
en,33,Colin Farrell,12,Akiva Goldsman,Drama,Village Roadshow Pictures,US
en,22,Lily Collins,12,Harald Zwart,Action,Constantin Film Produktion,US
en,16,Eddie Murphy,38,Brian Robbins,Comedy,Twentieth Century Fox Film Corporation,US
en,12,Jennifer Connelly,17,Walter Salles,Drama,Vertigo Entertainment,US
en,51,Matthew McConaughey,12,Ron Howard,Comedy,Imagine Entertainment,US
en,20,Brendan Fraser,27,Iain Softley,Adventure,New Line Cinema,DE
en,15,Gabriel Macht,24,Frank Miller,Action,DC Comics,US
en,14,Johnny Depp,61,David Koepp,Comedy,Lionsgate,US
en,19,Jason Statham,28,Uwe Boll,Adventure,Boll Kino Beteiligungs GmbH & Co. KG,CA
en,50,Angelina Jolie,31,Martin Campbell,Drama,Mandalay Pictures,DE
zh,11,Aaron Kwok,3,Soi Cheang,Action,Filmko Pictures,HK
en,56,Benjamin Bratt,116,John Dahl,Action,Lawrence Bender Productions,US
en,47,Ryan Reynolds,88,Tim Miller,Action,Twentieth Century Fox Film Corporation,US
en,5,Eddie Murphy,7,Stephen Herek,Drama,Caravan Pictures,US
en,81,Bradley Cooper,74,Clint Eastwood,War,Village Roadshow Pictures,US
en,54,Jack Black,26,Rob Letterman,Adventure,Columbia Pictures,AU
en,42,Reese Witherspoon,64,Mark Waters,Comedy,DreamWorks SKG,US
en,14,Mark Addy,18,Brian Levant,Science Fiction,Universal Pictures,US
en,16,Sylvester Stallone,25,Peter MacDonald,Action,TriStar Pictures,US
en,14,George Clooney,29,George Clooney,Comedy,Universal Pictures,DE
en,68,Adam Sandler,14,Frank Coraci,Comedy,Happy Madison Productions,US
en,16,Hugh Grant,12,Marc Lawrence,Comedy,Columbia Pictures,US
en,117,Owen Wilson,20,Shawn Levy,Comedy,Twentieth Century Fox Film Corporation,US
en,15,Milla Jovovich,33,Paul W.S. Anderson,Action,Impact Pictures,DE
en,16,Bryan Cranston,88,Anthony Hemingway,Drama,Lucasfilm,US
en,47,Keanu Reeves,17,Taylor Hackford,Drama,Regency Enterprises,DE
en,28,Adam Sandler,5,Sean Anders,Comedy,Columbia Pictures,US
en,18,Dennis Quaid,18,Rob Cohen,Fantasy,Universal Pictures,US
en,35,Pierce Brosnan,23,Brett Ratner,Action,New Line Cinema,US
en,11,Nicolas Cage,35,Brian Taylor,Action,Columbia Pictures,AE
en,13,Nicolas Cage,12,John Madden,Drama,Miramax Films,GB
en,76,Vin Diesel,14,Adam Shankman,Action,Walt Disney Pictures,CA
en,49,Dwayne Johnson,34,Kevin Bray,Adventure,Metro-Goldwyn-Mayer (MGM),US
en,66,Tom Hanks,93,Robert Zemeckis,Comedy,Paramount Pictures,US
en,16,Jason Lee,24,Tim Hill,Comedy,Dune Entertainment,US
en,19,Ben Stiller,84,Jay Roach,Comedy,DreamWorks SKG,US
en,16,Irene Bedard,31,Mike Gabriel,Adventure,Walt Disney Pictures,US
en,92,Christopher Reeve,19,Richard Donner,Action,Warner Bros.,GB
en,21,Eddie Murphy,11,Tom Shadyac,Fantasy,Imagine Entertainment,US
en,17,Will Smith,8,Andy Tennant,Comedy,Columbia Pictures Corporation,US
en,49,Brendan Fraser,11,Sam Weisman,Adventure,Walt Disney Pictures,US
en,15,Jason Biggs,110,Jesse Dylan,Comedy,Universal Pictures,US
en,17,Tom Hanks,85,Paul Greengrass,Action,Columbia Pictures,US
en,29,Tina Fey,21,Shawn Levy,Comedy,Twentieth Century Fox Film Corporation,US
en,34,Christina Ricci,22,Brad Silberling,Fantasy,Universal Pictures,US
en,38,Denzel Washington,82,Antoine Fuqua,Thriller,Columbia Pictures,US
en,18,Jennifer Lopez,82,Wayne Wang,Comedy,Red Om Films,US
en,18,Denzel Washington,32,Tony Scott,Action,Hollywood Pictures,US
en,49,Will Smith,34,Gabriele Muccino,Drama,Columbia Pictures Corporation,US
en,15,Jodie Foster,12,Robert Schwentke,Thriller,Imagine Entertainment,US
en,12,Michael Douglas,6,Barry Levinson,Drama,Warner Bros.,US
en,16,Nicolas Cage,14,Brad Silberling,Drama,Atlas Entertainment,US
en,36,Uma Thurman,161,Quentin Tarantino,Action,Miramax Films,US
en,43,Steve Martin,136,Frank Oz,Comedy,Universal Pictures,US
en,27,Uma Thurman,130,Quentin Tarantino,Action,Miramax Films,US
en,16,Sylvester Stallone,7,Andrei Konchalovsky,Action,Warner Bros.,US
en,20,Meryl Streep,8,Robert Zemeckis,Fantasy,Universal Pictures,US
en,22,Jackie Chan,13,Tom Dey,Adventure,Spyglass Entertainment,HK
en,18,Kurt Russell,22,Stuart Baird,Action,Silver Pictures,US
en,17,Jim Carrey,10,Mark Waters,Comedy,Twentieth Century Fox Film Corporation,US
en,15,Jackie Chan,25,Rob Minkoff,Action,Casey Silver Productions,CN
en,17,Owen Wilson,13,Jimmy Hayward,Animation,Reel FX Creative Studios,US
en,25,Sigourney Weaver,47,David Fincher,Science Fiction,Twentieth Century Fox Film Corporation,GB
en,12,Madonna,9,Alan Parker,History,Hollywood Pictures,US
en,33,Robert De Niro,75,John Frankenheimer,Action,United Artists,FR
en,15,Michael Douglas,11,Stephen Hopkins,Adventure,Constellation Films,DE
en,68,Nicole Kidman,8,Paul King,Family,The Weinstein Company,GB
en,19,Ben Stiller,14,Akiva Schaffer,Comedy,Ingenious Film Partners,US
en,5,Tommy Lee Jones,53,William Friedkin,Drama,Lakeshore Entertainment,US
en,27,Anthony Hopkins,40,Jon Turteltaub,Drama,Spyglass Entertainment,US
en,40,Matt Damon,14,Bobby Farrelly,Comedy,Twentieth Century Fox Film Corporation,US
en,16,Will Ferrell,3,Kent Alterman,Comedy,New Line Cinema,US
en,13,Hugh Grant,57,Peter Lord,Animation,Columbia Pictures,GB
en,74,Angelina Jolie,32,Clint Eastwood,Crime,Imagine Entertainment,US
en,75,Keanu Reeves,23,Andrew Davis,Action,Twentieth Century Fox Film Corporation,US
en,10,Robert De Niro,21,Tony Scott,Drama,TriStar Pictures,US
en,9,Gerard Butler,22,Joel Schumacher,Thriller,Odyssey Entertainment,GB
en,22,Cate Blanchett,71,Shekhar Kapur,Drama,Universal Pictures,GB
en,52,Charlize Theron,21,Karyn Kusama,Action,Paramount Pictures,US
en,21,Stephen Lang,72,Ronald F. Maxwell,Drama,Warner Bros. Pictures,US
en,45,Ray Liotta,32,Robert Butler,Action,Metro-Goldwyn-Mayer (MGM),US
en,21,Eddie Murphy,11,Karey Kirkpatrick,Comedy,Paramount Pictures,US
en,66,Ricky Gervais,7,James Bobin,Comedy,Buena Vista,US
en,28,Brady Corbet,20,Jonathan Frakes,Action,Studio Canal,GB
en,33,Cher,19,Steve Antin,Drama,Bedford Falls Productions,US
fr,69,Audrey Tautou,8,Jean-Pierre Jeunet,Drama,Gerber Pictures,FR
en,11,James Mason,9,Stanley Kubrick,Drama,Seven Arts Productions,GB
en,12,Sylvester Stallone,15,Jim Gillespie,Action,Universal Pictures,US
en,48,Wesley Snipes,167,Guillermo del Toro,Fantasy,New Line Cinema,DE
en,17,Will Smith,21,Gabriele Muccino,Drama,Columbia Pictures,US
en,19,Sylvester Stallone,84,Walter Hill,Action,Dark Castle Entertainment,CH
en,38,Al Pacino,24,Francis Ford Coppola,Crime,Paramount Pictures,IT
en,13,Orlando Bloom,6,Cameron Crowe,Comedy,Paramount Pictures,US
en,14,Kate Hudson,17,Anthony Russo,Comedy,Universal Pictures,US
en,50,Gene Hackman,60,Richard Lester,Action,Warner Bros.,GB
en,18,Ben Affleck,27,Martin Brest,Drama,City Light Films,US
en,12,Sean Penn,23,Steven Zaillian,Drama,Columbia Pictures Corporation,US
en,12,Samuel L. Jackson,16,John Singleton,Action,Paramount Pictures,DE
en,12,Meg Ryan,63,Gary Goldman,Animation,Twentieth Century Fox Film Corporation,US
en,100,Nicole Kidman,19,Baz Luhrmann,Drama,Bazmark Films,AU
en,9,John Travolta,8,Harold Becker,Mystery,Paramount Pictures,US
en,65,Johnny Depp,79,Scott Cooper,Crime,Infinitum Nihil,GB
en,28,Ryan Phillippe,60,Clint Eastwood,War,DreamWorks SKG,US
en,20,Jamie Foxx,46,F. Gary Gray,Drama,"Film Department, The",US
en,32,Kurt Russell,54,Robert Rodriguez,Thriller,Big Talk Productions,US
en,9,Oprah Winfrey,10,Jonathan Demme,Drama,Harpo Films,US
en,8,Eric Bana,48,Curtis Hanson,Drama,Village Roadshow Pictures,US
en,123,Leonardo DiCaprio,103,Steven Spielberg,Drama,Kemp Company,US
en,31,Jessica Chastain,19,Kathryn Bigelow,Thriller,Columbia Pictures,US
en,16,Vince Vaughn,18,Peyton Reed,Romance,Universal Pictures,US
en,26,Meryl Streep,14,Phyllida Lloyd,Comedy,Universal Pictures,DE
en,23,Jessica Alba,14,Garry Marshall,Comedy,New Line Cinema,US
en,22,Johnny Knoxville,72,Jay Chandrasekhar,Action,Village Roadshow Pictures,US
en,26,Sean Penn,20,Terrence Malick,Drama,Fox 2000 Pictures,CA
en,19,Olivia Wilde,41,David Dobkin,Comedy,Universal Pictures,US
en,17,Jim Carrey,19,Miloš Forman,Comedy,Mutual Film Company,US
en,45,Robert De Niro,10,Martin Scorsese,Drama,Universal Pictures,FR
en,25,John Travolta,67,Pierre Morel,Action,Apipoulaï,GB
en,15,Seann William Scott,11,Paul Hunter,Action,Metro-Goldwyn-Mayer (MGM),US
en,16,Jim Carrey,103,Bobby Farrelly,Comedy,Twentieth Century Fox Film Corporation,US
en,20,Courteney Cox,20,Steve Oedekerk,Animation,Paramount Pictures,DE
en,21,Danny DeVito,20,John Whitesell,Comedy,Regency Enterprises,US
en,37,Kristen Stewart,26,Chris Weitz,Adventure,Summit Entertainment,US
en,29,Mike Myers,76,Andrew Adamson,Adventure,DreamWorks SKG,US
en,20,Matt Damon,64,George Nolfi,Science Fiction,Universal Pictures,US
en,35,Kevin Costner,9,Kevin Reynolds,Adventure,Warner Bros.,US
en,23,Tom Cruise,9,Cameron Crowe,Comedy,Gracie Films,US
en,50,Mark Wahlberg,83,Seth MacFarlane,Comedy,Universal Pictures,US
en,56,Jack Nicholson,35,James L. Brooks,Comedy,Gracie Films,US
en,28,Robin Williams,54,Tom Shadyac,Comedy,Universal Pictures,US
en,27,Will Ferrell,8,Adam McKay,Comedy,Paramount Pictures,US
en,13,Adam Sandler,12,Steven Brill,Comedy,New Line Cinema,US
en,24,Joel Courtney,18,J.J. Abrams,Thriller,Paramount Pictures,US
en,10,Julia Roberts,98,Steven Soderbergh,Drama,Jersey Films,US
en,22,Kate Hudson,11,Donald Petrie,Comedy,Paramount Pictures,DE
en,25,Jonah Hill,34,Phil Lord,Crime,Columbia Pictures,US
en,15,Brad Pitt,18,Neil Jordan,Horror,Geffen Pictures,US
en,20,Jim Carrey,39,Peyton Reed,Comedy,Village Roadshow Pictures,US
en,37,Dwayne Johnson,64,Rawson Marshall Thurber,Action,New Line Cinema,US
en,10,Julia Roberts,36,Chris Columbus,Drama,Columbia Pictures,US
en,21,Will Ferrell,24,Sean Anders,Comedy,Paramount Pictures,US
en,19,Meryl Streep,76,Rob Marshall,Fantasy,Walt Disney Pictures,US
en,64,Denzel Washington,26,Spike Lee,Crime,Imagine Entertainment,US
en,14,Mel Gibson,75,Brian Helgeland,Drama,Paramount Pictures,US
en,21,Laura Linney,9,Frank Marshall,Action,Paramount Pictures,US
en,15,Matt Damon,3,Cameron Crowe,Drama,Twentieth Century Fox Film Corporation,US
en,17,Nicolas Cage,23,Alex Proyas,Action,Summit Entertainment,GB
en,12,Matthew McConaughey,8,Tom Dey,Comedy,Paramount Pictures,US
en,17,Naomi Watts,106,Hideo Nakata,Drama,DreamWorks,US
en,28,Steve Carell,41,Glenn Ficarra,Comedy,Warner Bros.,US
en,14,Bill Murray,12,Peter Hewitt,Animation,Twentieth Century Fox Film Corporation,US
en,17,Tim Allen,12,Joe Roth,Comedy,Columbia Pictures,US
en,67,Brad Pitt,49,Bennett Miller,Drama,Columbia Pictures,US
en,14,Dustin Hoffman,13,Wolfgang Petersen,Action,Kopelson Entertainment,US
en,28,Liam Neeson,33,Jaume Collet-Serra,Action,StudioCanal,FR
en,45,Dwayne Johnson,10,Andy Fickman,Adventure,Walt Disney Pictures,US
en,77,Natalie Portman,194,James McTeigue,Action,Studio Babelsberg,DE
en,47,Jackie Chan,15,David Dobkin,Action,Spyglass Entertainment,HK
en,23,Will Ferrell,52,Matthew O'Callaghan,Adventure,Imagine Entertainment,US
en,16,Lindsay Lohan,109,Angela Robinson,Comedy,Walt Disney Pictures,US
en,16,Michael Douglas,107,Gary Fleder,Thriller,Village Roadshow Pictures,AU
en,23,Jeremy Renner,24,Tommy Wirkola,Fantasy,Paramount Pictures,US
en,12,Richard Gere,26,Adrian Lyne,Thriller,Regency Enterprises,US
en,49,Alex Pettyfer,22,D.J. Caruso,Action,DreamWorks SKG,US
en,31,George Clooney,48,Stephen Gaghan,Drama,Section Eight,US
en,33,James Badge Dale,80,Michael Bay,Action,Paramount Pictures,MT
en,28,Diego Luna,16,Jorge R. Gutierrez,Romance,Twentieth Century Fox Film Corporation,MX
en,19,Harrison Ford,9,Richard Loncraine,Thriller,Village Roadshow Pictures,US
en,11,Clint Eastwood,18,Clint Eastwood,Crime,Columbia Pictures,US
en,14,Demi Moore,16,Ridley Scott,Action,Caravan Pictures,US
en,46,Michael Douglas,11,David Fincher,Drama,PolyGram Filmed Entertainment,US
en,16,Radha Mitchell,38,Christophe Gans,Horror,Silent Hill DCP Inc.,CA
en,15,Keanu Reeves,6,Howard Deutch,Comedy,Warner Bros.,US
en,22,Jason Biggs,11,Jon Hurwitz,Comedy,Universal Pictures,US
en,47,Samuel L. Jackson,31,F. Gary Gray,Action,Regency Enterprises,DE
en,98,Richard Armitage,81,Steven Quale,Action,New Line Cinema,US
en,23,Eddie Murphy,14,John Landis,Action,Paramount Pictures,US
en,27,Zach Galligan,17,Joe Dante,Comedy,Amblin Entertainment,US
en,16,Robert Duvall,39,David Dobkin,Drama,Village Roadshow Pictures,US
en,23,George Clooney,92,Mimi Leder,Action,DreamWorks SKG,US
en,87,Milla Jovovich,94,Alexander Witt,Horror,Impact Pictures,GB
en,43,Renée Zellweger,86,Beeban Kidron,Comedy,Miramax Films,FR
en,12,Denzel Washington,109,Carl Franklin,Thriller,Original Film,US
en,10,Steven Seagal,12,Steven Seagal,Action,Warner Bros.,US
en,8,Taylor Lautner,64,Robert Rodriguez,Adventure,Troublemaker Studios,US
en,16,Leonardo DiCaprio,10,Danny Boyle,Drama,Figment Films,GB
en,28,Kate Hudson,63,Garry Marshall,Drama,Touchstone Pictures,US
en,38,Rain,24,James McTeigue,Action,Studio Babelsberg,DE
en,7,Kevin Costner,6,Sam Raimi,Drama,Universal Pictures,US
en,18,Demi Moore,28,Andrew Bergman,Drama,Columbia Pictures,US
en,18,Owen Wilson,19,Tom Dey,Family,Twentieth Century Fox Film Corporation,US
en,26,Matt Damon,2,Clint Eastwood,Drama,Amblin Entertainment,US
en,26,Sandra Bullock,30,Barbet Schroeder,Crime,Castle Rock Entertainment,US
en,17,Sylvester Stallone,71,Richard Donner,Action,Silver Pictures,FR
en,17,Gaspard Ulliel,19,Peter Webber,Crime,Ingenious Film Partners,GB
en,17,Bruce Willis,29,Rob Reiner,Comedy,Universal Pictures,US
en,36,Saoirse Ronan,19,Andrew Niccol,Action,Nick Wechsler Productions,US
en,17,John Travolta,58,John McTiernan,Action,Intermedia Films,US
en,18,Clint Eastwood,33,Clint Eastwood,Crime,Malpaso Productions,US
en,36,Clive Owen,8,Tom Tykwer,Drama,Studio Babelsberg,DE
en,17,Kurt Russell,33,John Carpenter,Action,Paramount Pictures,US
en,29,Eli Marienthal,45,Brad Bird,Adventure,Warner Bros. Animation,US
en,16,Bill Murray,21,Wes Anderson,Adventure,Touchstone Pictures,US
en,38,Matthew McConaughey,71,Gary Ross,War,Larger Than Life Productions,US
en,125,Kevin Spacey,52,Alan Parker,Drama,Mikona Productions GmbH & Co. KG,DE
en,21,Tommy Lee Jones,3,Stephen Herek,Comedy,Revolution Studios,US
en,18,Liam Neeson,60,Jaume Collet-Serra,Action,Vertigo Entertainment,US
en,19,Naomi Watts,51,David Cronenberg,Thriller,BBC Films,GB
en,9,Paul Walker,9,John Stockwell,Action,Columbia Pictures Corporation,US
fr,32,Milla Jovovich,14,Luc Besson,Adventure,Columbia Pictures,FR
en,27,Danny McBride,11,David Gordon Green,Comedy,Universal Pictures,US
en,20,Daniel Craig,85,Jim Sheridan,Drama,Cliffjack Motion Pictures,CA
en,15,John Travolta,8,Costa-Gavras,Action,Warner Bros.,US
en,8,Joe Mantegna,8,Patrick Read Johnson,Action,Twentieth Century Fox Film Corporation,US
en,11,Demi Moore,10,Roland Joffé,Drama,Hollywood Pictures,US
en,18,Naomi Watts,3,Doug Liman,Drama,River Road Entertainment,US
en,26,Keira Knightley,29,Tony Scott,Action,New Line Cinema,FR
en,21,David Caruso,6,William Friedkin,Action,Paramount Pictures,US
en,29,Gerard Butler,98,Brian Taylor,Action,Lakeshore Entertainment,US
en,47,Alden Ehrenreich,21,Richard LaGravenese,Fantasy,Alcon Entertainment,US
en,10,Robin Williams,9,Danny DeVito,Comedy,Senator Film Produktion,DE
en,124,Ben Stiller,17,Ben Stiller,Comedy,Scott Rudin Productions,US
en,15,Owen Wilson,12,George Armitage,Comedy,Shangri-La Entertainment,US
en,12,Garry Shandling,9,Mike Nichols,Comedy,Columbia Pictures,US
en,51,Nicolas Cage,70,Patrick Lussier,Fantasy,Summit Entertainment,US
en,7,Kristin Kreuk,6,Andrzej Bartkowiak,Action,Twentieth Century Fox Film Corporation,CA
en,19,Jet Li,77,James Wong,Action,Columbia Pictures,US
en,55,Andrew Dice Clay,32,Renny Harlin,Action,Twentieth Century Fox Film Corporation,US
en,30,Tom Sturridge,14,Richard Curtis,Drama,Universal Pictures,DE
en,29,Michael Douglas,25,Steven Soderbergh,Thriller,USA Films,DE
en,51,Harrison Ford,46,Steven Spielberg,Adventure,Lucasfilm,US
en,54,Keira Knightley,25,Joe Wright,Drama,Universal Pictures,FR
en,45,Sharlto Copley,50,Neill Blomkamp,Crime,Columbia Pictures,MX
en,21,Denzel Washington,120,Phillip Noyce,Drama,Universal Pictures,US
en,16,Jodie Foster,67,David Fincher,Crime,Hofflund/Polone,US
de,15,Lochlyn Munro,1,Chuck Bowman,Horror,,
en,17,George Clooney,18,David O. Russell,Action,Village Roadshow Pictures,US
en,24,Tom Hardy,64,Daniel Espinosa,Crime,Summit Entertainment,GB
en,20,Cuba Gooding Jr.,14,Jerry Zucker,Adventure,Paramount Pictures,CA
en,30,Jeff Bridges,58,Iain Softley,Drama,Intermedia Films,DE
en,16,Meg Ryan,23,James Mangold,Comedy,Miramax Films,US
en,11,Elizabeth Hurley,19,Harold Ramis,Fantasy,Twentieth Century Fox Film Corporation,US
en,32,Richard Gere,17,Francis Ford Coppola,Music,Orion Pictures,US
en,44,Russell Crowe,94,James Mangold,Western,Tree Line Films,US
en,56,Liam Neeson,100,Olivier Megaton,Thriller,Twentieth Century Fox Film Corporation,FR
en,16,George Clooney,12,Steven Soderbergh,Romance,Universal Pictures,US
en,17,Jim Carrey,11,Ben Stiller,Comedy,Columbia Pictures Corporation,US
hi,10,Aamir Khan,7,Deepa Mehta,Drama,Cracking the Earth Films,CA
en,25,Warren Beatty,9,Warren Beatty,Adventure,Touchstone Pictures,US
en,13,Pierce Brosnan,16,John McTiernan,Drama,Irish Dreamtime,US
en,17,Drew Barrymore,6,Penny Marshall,Comedy,Columbia Pictures,US
en,23,Sylvester Stallone,59,Ted Kotcheff,Action,Orion Pictures,US
ru,10,Donatas Banionis,21,Andrei Tarkovsky,Drama,Mosfilm,RU
en,17,George Carlin,38,Yvette Kaplan,Animation,Vanguard Films,DE
en,11,Julia Roberts,14,Stephen Frears,Drama,TriStar Pictures,US
en,23,Julia Roberts,10,P.J. Hogan,Comedy,TriStar Pictures,US
en,38,Julia Roberts,9,Joe Roth,Comedy,Columbia Pictures,US
en,25,Al Pacino,40,Christopher Nolan,Crime,Section Eight,US
en,14,Patrick Stewart,18,Jonathan Frakes,Science Fiction,Paramount Pictures,US
en,26,Josh Brolin,32,Jimmy Hayward,Action,Warner Bros.,US
en,20,Denzel Washington,11,Edward Zwick,Drama,Fox 2000 Pictures,US
en,13,Jim Carrey,81,Tom Shadyac,Comedy,Imagine Entertainment,US
en,21,Bryan Cranston,48,Brad Furman,Crime,Good Films,GB
en,14,Laurence Olivier,17,Terence Young,Drama,Metro-Goldwyn-Mayer (MGM),KR
en,15,John Goodman,31,Brian Levant,Fantasy,Universal Pictures,US
en,31,Liam Neeson,28,Olivier Megaton,Action,Twentieth Century Fox Film Corporation,FR
en,17,Pamela Anderson,118,David Zucker,Comedy,Dimension Films,US
en,17,Sandra Bullock,31,Donald Petrie,Comedy,Village Roadshow Pictures,US
en,10,Brendan Fraser,14,Eric Brevig,Action,New Line Cinema,US
en,20,Anne Hathaway,9,Garry Marshall,Comedy,Walt Disney Pictures,US
en,12,Julia Roberts,34,Alan J. Pakula,Drama,Warner Bros.,US
en,15,Susan Sarandon,16,Joel Schumacher,Drama,Regency Enterprises,US
en,22,Jack Nicholson,77,Rob Reiner,Drama,Two Ton Films,US
en,26,Harrison Ford,10,Phillip Noyce,Drama,Paramount Pictures,US
en,18,Jennifer Lopez,15,Robert Luketic,Romance,New Line Cinema,US
en,34,Hugh Jackman,37,Denis Villeneuve,Drama,Alcon Entertainment,US
en,14,Denzel Washington,20,Antoine Fuqua,Action,Village Roadshow Pictures,AU
en,21,Tim Allen,46,Dean Parisot,Comedy,DreamWorks SKG,US
en,15,Anna Faris,127,Keenen Ivory Wayans,Comedy,Gold/Miller Productions,CA
en,47,Amy Adams,3,James Bobin,Comedy,Walt Disney Pictures,US
en,48,Wesley Snipes,147,Stephen Norrington,Horror,New Line Cinema,US
