id,title,original_language,overview,popularity,release_date,runtime,vote_average,vote_count,cast_num,cast_0_id,cast_0_name,cast_0_gender,cast_1_id,cast_1_name,cast_1_gender,cast_2_id,cast_2_name,cast_2_gender,cast_gender_na,cast_gender_f,cast_gender_m,crew_num,director_id,director_name,genre_0_id,genre_0_name,genre_1_id,genre_1_name,genre_2_id,genre_2_name,keyword_0_id,keyword_0_name,keyword_1_id,keyword_1_name,keyword_2_id,keyword_2_name,keyword_3_id,keyword_3_name,keyword_4_id,keyword_4_name,production_companies_num,production_company_0_id,production_company_0_name,production_company_1_id,production_company_1_name,production_countries_num,production_country_code,production_country_name,spoken_languages_num,spoken_language_code,spoken_language_name
8055,The Reader,en,"The story of Michael Berg, a German lawyer who, as a teenager in the late 1950s, had an affair with an older woman, Hanna, who then disappeared only to resurface years later as one of the defendants in a war crimes trial stemming from her actions as a concentration camp guard late in the war. He alone realizes that Hanna is illiterate and may be concealing that fact at the expense of her freedom.",33.923786,2008-12-10,124.0,7.2,813,26,204,Kate Winslet,1,5469,Ralph Fiennes,2,5847,David Kross,0,5,11,10,29,468,Stephen Daldry,18,Drama,10749,Romance,,,74,germany,1327,war crimes,11038,trial,11412,female prisoner,13130,teenager,9,264,Studio Babelsberg,270,Filmförderanstalt (FFA),2,DE,Germany,4,en,English
50647,Wanderlust,en,"Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",20.908494,2012-02-23,98.0,5.3,394,31,22226,Paul Rudd,2,4491,Jennifer Aniston,1,15009,Justin Theroux,2,5,9,17,14,22214,David Wain,35,Comedy,,,,,458,hippie,2412,commune,10031,nudism,13100,nude protest,179430,aftercreditsstinger,3,7295,Relativity Media,10105,Apatow Productions,1,US,United States of America,1,en,English
10719,Elf,en,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic publisher.",16.901954,2003-10-09,97.0,6.4,987,24,23659,Will Ferrell,2,3085,James Caan,2,11664,Zooey Deschanel,1,4,3,17,53,15277,Jon Favreau,35,Comedy,10751,Family,14,Fantasy,65,holiday,603,elves,1991,santa claus,6230,looking for  birth parents,9840,romance,3,12,New Line Cinema,1607,Gold/Miller Productions,2,US,United States of America,1,en,English
9294,Phenomenon,en,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",15.039407,1996-07-05,123.0,6.2,323,16,8891,John Travolta,2,26467,Kyra Sedgwick,1,2178,Forest Whitaker,2,3,3,10,10,12962,Jon Turteltaub,18,Drama,14,Fantasy,10749,Romance,879,brain tumor,5086,telekinesis,6257,genius,6564,terminal illness,13005,doctor,1,9195,Touchstone Pictures,,,1,US,United States of America,1,en,English
11888,Snow Dogs,en,"When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",13.655735,2002-01-18,99.0,5.3,185,9,26485,Jim Belushi,2,9777,Cuba Gooding Jr.,2,5563,James Coburn,2,1,2,6,10,13581,Brian Levant,12,Adventure,35,Comedy,10751,Family,2393,adoption,4010,log cabin,9880,alaska,155821,sled dogs,,,1,2,Walt Disney Pictures,,,2,CA,Canada,1,en,English
9647,Scrooged,en,"In this modern take on Charles Dickens' ""A Christmas Carol,"" Frank Cross (Bill Murray) is a wildly successful television executive whose cold ambition and curmudgeonly nature has driven away the love of his life, Claire Phillips (Karen Allen). But after firing a staff member, Eliot Loudermilk (Bobcat Goldthwait), on Christmas Eve, Frank is visited by a series of ghosts who give him a chance to re-evaluate his actions and right the wrongs of his past.",21.620317,1988-11-22,101.0,6.7,390,34,1532,Bill Murray,2,650,Karen Allen,1,24367,John Forsythe,2,14,8,12,10,7187,Richard Donner,14,Fantasy,35,Comedy,18,Drama,65,holiday,7271,tv ratings,10267,comedy,33966,scrooge,161174,christmas carol,1,4,Paramount Pictures,,,1,US,United States of America,1,en,English
9353,Nacho Libre,en,"Nacho Libre is loosely based on the story of Fray Tormenta (""Friar Storm""), aka Rev. Sergio Gutierrez Benitez, a real-life Mexican Catholic priest who had a 23-year career as a masked luchador. He competed in order to support the orphanage he directed. The producers are Jack Black, David Klawans, Julia Pistor, and Mike White.",14.642055,2006-06-16,92.0,5.6,359,11,70851,Jack Black,2,57409,Ana de la Reguera,1,57410,Héctor Jiménez,0,7,1,3,13,53925,Jared Hess,35,Comedy,10751,Family,,,745,nun,6075,sport,6783,orphanage,8944,ordensbruder,8945,ringer,3,4,Paramount Pictures,2348,Nickelodeon Movies,1,US,United States of America,2,es,Español
55721,Bridesmaids,en,"Annie’s life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian’s maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love.",17.107065,2011-04-28,125.0,6.5,1661,27,41091,Kristen Wiig,1,9827,Rose Byrne,1,52792,Maya Rudolph,1,7,13,7,39,116805,Paul Feig,35,Comedy,10749,Romance,,,271,competition,931,jealousy,1721,fight,3431,materialism,3584,bridesmaid,3,33,Universal Pictures,7295,Relativity Media,1,US,United States of America,1,en,English
109414,This Is the End,en,"While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the apocalypse.",38.217079999999996,2013-06-12,107.0,6.3,2359,27,17051,James Franco,2,21007,Jonah Hill,2,19274,Seth Rogen,2,1,4,22,43,19274,Seth Rogen,28,Action,35,Comedy,,,570,rape,1299,monster,4210,panic,6054,friendship,6562,celebrity,4,5,Columbia Pictures,771,Mandate Pictures,1,US,United States of America,1,en,English
10307,Stigmata,en,"A young woman with no strong religious beliefs, Frankie Paige begins having strange and violent experiences, showing signs of the wounds that Jesus received when crucified. When the Vatican gets word of Frankie's situation, a high-ranking cardinal requests that the Rev. Andrew Kiernan investigate her case. Soon Kiernan realizes that very sinister forces are at work, and tries to rescue Frankie from the entity that is plaguing her.",14.993169,1999-09-10,103.0,6.0,242,15,4687,Patricia Arquette,1,5168,Gabriel Byrne,2,378,Jonathan Pryce,2,0,5,10,17,11809,Rupert Wainwright,27,Horror,,,,,716,vatican,2618,miracle,5950,christian,6150,faith,6159,clergyman,2,2347,FGM Entertainment,8411,Metro-Goldwyn-Mayer (MGM),1,US,United States of America,3,en,English
11978,Men of Honor,en,"Against formidable odds -- and an old-school diving instructor embittered by the U.S. Navy's new, less prejudicial policies -- Carl Brashear sets his sights on becoming the Navy's first African-American master diver in this uplifting true story. Their relationship starts out on the rocks, but fate ultimately conspires to bring the men together into a setting of mutual respect, triumph and honor.",24.147269,2000-09-13,129.0,7.0,544,11,380,Robert De Niro,2,9777,Cuba Gooding Jr.,2,6885,Charlize Theron,1,0,2,9,11,66121,"George Tillman, Jr.",18,Drama,,,,,269,diving,4410,u.s. navy,,,,,,,1,711,Fox 2000 Pictures,,,1,US,United States of America,1,en,English
22907,Takers,en,"A seasoned team of bank robbers, including Gordon Jennings (Idris Elba), John Rahway (Paul Walker), A.J. (Hayden Christensen), and brothers Jake (Michael Ealy) and Jesse Attica (Chris Brown) successfully complete their latest heist and lead a life of luxury while planning their next job. When Ghost (Tip T.I. Harris), a former member of their team, is released from prison he convinces the group to strike an armored car carrying $20 million. As the ""Takers"" carefully plot out their strategy and draw nearer to exacting the grand heist, a reckless police officer (Matt Dillon) inches closer to apprehending the criminals.",18.47242,2010-08-26,107.0,6.0,394,18,31136,Chris Brown,2,17244,Hayden Christensen,2,2876,Matt Dillon,2,2,4,12,9,97026,John Luessenhop,28,Action,80,Crime,18,Drama,10051,heist,,,,,,,,,1,1309,Rainforest Films,,,1,US,United States of America,1,en,English
87567,The Big Wedding,en,"To the amusement of their adult children and friends, long divorced couple Don and Ellie Griffin are once again forced to play the happy couple for the sake of their adopted son's wedding after his ultra conservative biological mother unexpectedly decides to fly halfway across the world to attend. With all of the wedding guests looking on, the Griffins are hilariously forced to confront their past, present and future - and hopefully avoid killing each other in the process.",18.843320000000002,2013-04-25,90.0,5.7,414,24,380,Robert De Niro,2,3092,Diane Keaton,1,25541,Katherine Heigl,1,8,10,6,12,52599,Justin Zackham,35,Comedy,,,,,2393,adoption,6038,marriage,15160,divorce,178131,birth mother,,,2,1020,Millenium Films,17049,Two Ton Films,1,US,United States of America,3,en,English
38322,"Big Mommas: Like Father, Like Son",en,"FBI agent Malcolm Turner and his 17-year-old son, Trent, go undercover at an all-girls performing arts school after Trent witnesses a murder. Posing as Big Momma and Charmaine, they must find the murderer before he finds them.",15.901137,2011-02-16,107.0,5.3,313,67,78029,Martin Lawrence,2,53336,Brandon T. Jackson,2,117669,Portia Doubleday,1,0,33,34,41,61175,John Whitesell,80,Crime,35,Comedy,28,Action,1568,undercover,1812,fbi,9663,sequel,10267,comedy,18118,disguise,7,306,Twentieth Century Fox Film Corporation,508,Regency Enterprises,1,US,United States of America,1,en,English
45612,Source Code,en,"Decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, discovering he's involved in a mission to find the bomber of a Chicago commuter train. He learns he's part of a top-secret experimental program that enables him to experience the final 8 minutes of another person's life. Colter re-lives the train incident over and over again, gathering more clues each time. But can he discover who is responsible for the attack before the next one happens?",59.19888,2011-03-30,93.0,7.1,2699,24,131,Jake Gyllenhaal,2,11705,Michelle Monaghan,1,21657,Vera Farmiga,1,7,4,13,20,81850,Duncan Jones,53,Thriller,878,Science Fiction,9648,Mystery,258,bomb,1284,identity,2486,fantasy,2532,bomber,3301,suspicion,2,1557,The Mark Gordon Company,7460,Vendome Pictures,2,CA,Canada,1,en,English
7305,Alive,en,"The amazing, true story of a Uruguayan rugby team's plane that crashed in the middle of the Andes mountains, and their immense will to survive and pull through alive, forced to do anything and everything they could to stay alive on meager rations and through the freezing cold.",14.48851,1993-01-15,120.0,6.7,374,40,569,Ethan Hawke,2,147119,Vincent Spano,2,52419,Josh Hamilton,2,10,4,26,14,664,Frank Marshall,28,Action,12,Adventure,18,Drama,7912,rugby,9743,stranded,10349,survival,11116,plane wreck,12617,airplane crash,2,4,Paramount Pictures,9195,Touchstone Pictures,1,US,United States of America,2,en,English
3594,The Number 23,en,"Walter Sparrow is an animal control officer that becomes obsessed with a mysterious book that seems to be based on his own life. As soon as he opens the book, he notices strange parallels between what he reads and what he's experienced. But now he's worried that a fictional murder might materialize.",23.197408,2007-02-23,101.0,6.3,1018,17,206,Jim Carrey,2,12519,Virginia Madsen,1,33235,Logan Lerman,2,2,7,8,12,5572,Joel Schumacher,53,Thriller,18,Drama,9648,Mystery,236,suicide,818,based on novel,922,hotel room,1523,obsession,6373,sadomasochism,3,12,New Line Cinema,1836,Contrafilm,2,DE,Germany,1,en,English
157841,The Young and Prodigious T.S. Spivet,en,A 12-year-old cartographer secretly leaves his family's ranch in Montana where he lives with his cowboy father and scientist mother and travels across the country on board a freight train to receive an award at the Smithsonian Institute.,10.651202,2013-10-16,105.0,6.7,232,35,1043693,Kyle Catlett,2,1283,Helena Bonham Carter,1,351,Judy Davis,1,15,8,12,13,2419,Jean-Pierre Jeunet,12,Adventure,18,Drama,10751,Family,13008,train,214527,cartographer,,,,,,,3,7286,Epithète Films,10246,Cross Creek Pictures,2,CA,Canada,1,en,English
11519,1941,en,"It's been six days since the attack on Pearl Harbor. Panic grips California, supposedly the next target of the Japanese forces. Everywhere in California, people are suffering from war nerves. Chaos erupts all over the state. An Army Air Corps Captain, a civilian with a deranged sense of Nationalism, civilian defenders, and a Motor Pool crew all end up chasing a Japanese sub planning to attack LA.",10.032625999999999,1979-12-13,113.0,5.6,143,36,707,Dan Aykroyd,2,13726,Ned Beatty,2,7171,John Belushi,2,4,8,24,10,488,Steven Spielberg,28,Action,35,Comedy,,,339,submarine,387,california,1956,world war ii,2770,war ship,3365,pearl harbor,3,5,Columbia Pictures,33,Universal Pictures,1,US,United States of America,3,en,English
12920,Dreamer: Inspired By a True Story,en,Ben Crane believes that a severely injured racehorse deserves another chance. He and his daughter Cale adopt the horse (in fact is a mare)and save it of being sacrificed by the owner.,6.048743,2005-09-10,106.0,6.3,67,7,6856,Kurt Russell,2,501,Dakota Fanning,1,10823,Kris Kristofferson,2,0,2,5,4,53176,John Gatins,18,Drama,10751,Family,,,643,horse race,2673,horse,3291,kentucky,6075,sport,9672,based on true story,2,27,DreamWorks SKG,13816,Hyde Park Entertainment,0,,,1,en,English
59,A History of Violence,en,An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.,34.628738,2005-09-23,96.0,6.9,832,15,110,Viggo Mortensen,2,49,Maria Bello,1,226,Heidi Hayes,0,2,2,11,35,224,David Cronenberg,18,Drama,53,Thriller,80,Crime,642,robbery,848,double life,851,dual identity,1415,small town,1447,indiana,3,12,New Line Cinema,429,DC Comics,3,US,United States of America,1,en,English
9335,Transporter 2,en,"Professional driver Frank Martin is living in Miami, where he is temporarily filling in for a friend as the chauffeur for a government narcotics control policymaker and his family. The young boy in the family is targeted for kidnapping, and Frank immediately becomes involved in protecting the child and exposing the kidnappers.",47.5612,2005-08-02,87.0,6.2,1061,10,976,Jason Statham,2,38425,Amber Valletta,1,57346,Kate Nauta,1,2,2,6,17,18865,Louis Leterrier,28,Action,53,Thriller,80,Crime,779,martial arts,1601,war on drugs,1930,kidnapping,3088,bodyguard,4725,baby-snatching,7,104,Canal Plus,306,Twentieth Century Fox Film Corporation,2,FR,France,3,en,English
12106,The Quick and the Dead,en,"A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.",16.473354999999998,1995-02-09,107.0,6.3,427,16,4430,Sharon Stone,1,193,Gene Hackman,2,934,Russell Crowe,2,0,3,13,10,7623,Sam Raimi,28,Action,37,Western,,,75,gunslinger,9748,revenge,9930,prairie,10950,shootout,13132,pistol,1,559,TriStar Pictures,,,2,JP,Japan,1,en,English
11141,Laws of Attraction,en,"Amidst a sea of litigation, two New York City divorce lawyers find love.",6.201404,2004-04-04,90.0,5.6,104,7,517,Pierce Brosnan,2,1231,Julianne Moore,1,3968,Michael Sheen,2,1,4,2,37,7791,Peter Howitt,28,Action,35,Comedy,10749,Romance,1208,irland,2570,rock star,3012,court case,9823,rivalry,13072,falling in love,4,12,New Line Cinema,597,Irish Dreamtime,3,DE,Germany,1,en,English
8649,Bringing Out the Dead,en,"48 hours in the life of a burnt-out paramedic. Once called Father Frank for his efforts to rescue lives, Frank sees the ghosts of those he failed to save around every turn. He has tried everything he can to get fired, calling in sick, delaying taking calls where he might have to face one more victim he couldn't help, yet cannot quit the job on his own.",15.560918,1999-10-22,121.0,6.6,225,18,2963,Nicolas Cage,2,4687,Patricia Arquette,1,1230,John Goodman,2,1,5,12,92,1032,Martin Scorsese,18,Drama,,,,,242,new york,732,coma,1546,ambulance,1759,night life,1803,drug addiction,3,4,Paramount Pictures,9195,Touchstone Pictures,1,US,United States of America,1,en,English
31867,Repo Men,en,"In the future, medical technology has advanced to the point where people can buy artificial organs to extend their lives. But if they default on payments, an organization known as the Union sends agents to repossess the organs. Remy is one of the best agents in the business, but when he becomes the recipient of an artificial heart, he finds himself in the same dire straits as his many victims.",25.799697000000002,2010-03-18,111.0,6.2,620,15,9642,Jude Law,2,2178,Forest Whitaker,2,8602,Alice Braga,1,1,6,8,14,114404,Miguel Sapochnik,28,Action,878,Science Fiction,53,Thriller,4565,dystopia,11738,evil corporation,11739,repo man,179430,aftercreditsstinger,,,4,33,Universal Pictures,4403,Stuber Productions,2,CA,Canada,1,en,English
10253,Dragon Wars: D-War,ko,"Based on the Korean legend, unknown creatures will return and devastate the planet. Reporter Ethan Kendrick is called in to investigate the matter...",4.822033,2007-02-08,90.0,4.0,104,22,20386,Jason Behr,2,5694,Robert Forster,2,56457,Aimee Garcia,1,5,3,14,14,64331,Shim Hyung-Rae,14,Fantasy,18,Drama,27,Horror,3891,giant snake,10586,korea,34128,building,46950,dagger,158540,south korea,2,6366,Younggu-Art Movies,11420,Showbox Entertainment,1,KR,South Korea,2,en,English
3587,Bogus,en,"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.",3.379454,1996-09-06,110.0,5.4,44,9,2395,Whoopi Goldberg,1,16927,Gérard Depardieu,2,9640,Haley Joel Osment,2,1,6,2,12,13563,Norman Jewison,14,Fantasy,35,Comedy,10751,Family,291,circus,2343,magic,6894,aunt,7942,imaginary friend,,,3,508,Regency Enterprises,1484,Yorktown Productions,1,US,United States of America,1,en,English
124459,The Incredible Burt Wonderstone,en,"After breaking up with his longtime stage partner, a famous but jaded Vegas magician fights for relevance when a new, ""hip"" street magician appears on the scene.",26.9385,2013-03-14,100.0,5.3,724,15,4495,Steve Carell,2,206,Jim Carrey,2,884,Steve Buscemi,2,2,3,10,29,93419,Don Scardino,35,Comedy,,,,,2343,magic,14570,las vegas,,,,,,,3,12,New Line Cinema,11175,Benderspink,1,US,United States of America,1,en,English
24662,Cats Don't Dance,en,"Danny, an ambitious singing/dancing cat, goes to Hollywood and overcomes several obstacles to fulfill his dream of becoming a movie star.",4.0984440000000015,1997-03-26,75.0,7.1,24,5,2154,Scott Bakula,2,77353,Jasmine Guy,1,95791,Natalie Cole,1,1,3,1,27,61411,Mark Dindal,16,Animation,35,Comedy,10751,Family,1691,dance,4344,musical,11128,furry,11477,talking animal,11500,anthropomorphism,3,174,Warner Bros. Pictures,11050,David Kirschner Productions,1,US,United States of America,2,en,English
32274,Cradle Will Rock,en,"A true story of politics and art in the 1930s USA, centered around a leftist musical drama and attempts to stop its production.",4.901553,1999-12-10,132.0,7.2,18,20,5587,Hank Azaria,2,2049,Rubén Blades,2,3234,Joan Cusack,1,1,6,13,16,504,Tim Robbins,18,Drama,,,,,,,,,,,,,,,1,9195,Touchstone Pictures,,,1,US,United States of America,1,en,English
182,The Good German,en,An American journalist played by George Clooney arrives in Berlin just after the end of World War Two. He becomes involved in a murder mystery surrounding a dead GI who washes up at a lakeside mansion during the Potsdam negotiations between the Allied powers. Soon his investigation connects with his search for his married pre-war German lover played by Cate Blanchett.,5.347936,2006-12-08,108.0,5.9,86,15,1461,George Clooney,2,112,Cate Blanchett,1,2219,Tobey Maguire,2,3,2,10,53,1884,Steven Soderbergh,10752,War,80,Crime,18,Drama,220,berlin,417,corruption,1933,nazi background,2038,love of one's life,2072,chauffeur,3,6194,Warner Bros.,14315,Section Eight Productions,1,US,United States of America,4,en,English
5494,George and the Dragon,en,A knight returning from the Crusades takes on a dragon and becomes a legend.,4.120549,2004-03-28,93.0,5.0,13,16,17648,James Purefoy,2,15555,Piper Perabo,1,723,Patrick Swayze,2,4,3,9,10,43673,Tom Reeve,12,Adventure,,,,,1400,swordplay,1701,hero,1938,sword,12554,dragon,,,3,8900,Carousel Picture Company,16850,ApolloMedia Distribution,4,DE,Germany,1,en,English
28,Apocalypse Now,en,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",49.973462,1979-08-15,153.0,8.0,2055,36,8349,Martin Sheen,2,3084,Marlon Brando,2,3087,Robert Duvall,2,5,4,27,49,1776,Francis Ford Coppola,18,Drama,10752,War,,,1008,guerrilla,1261,river,2956,vietnam,2959,vietcong,2960,cambodia,2,60,United Artists,26663,Zoetrope Studios,1,US,United States of America,4,km,
38073,Going the Distance,en,"Erin and Garrett are very much in love. When Erin moves to San Francisco to finish her journalism degree and Garrett stays behind in New York to work in the music industry, they gamely keep the romance alive with webcams and frequent-flyer miles. But just when it seems the lovers will soon be reunited, they each score a big break that could separate them for good.",13.611544,2010-09-01,102.0,6.0,262,26,69597,Drew Barrymore,1,15033,Justin Long,2,95101,Charlie Day,2,8,8,10,19,96439,Nanette Burstein,35,Comedy,18,Drama,10749,Romance,255,male nudity,572,sex,582,san francisco,828,waitress,918,newspaper,2,12,New Line Cinema,2378,Offspring Entertainment,1,US,United States of America,1,en,English
2054,Mr. Holland's Opus,en,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",6.7752940000000015,1995-12-29,137.0,6.9,113,16,3037,Richard Dreyfuss,2,21104,Glenne Headly,1,21105,Jay Thomas,2,1,7,8,57,18356,Stephen Herek,10402,Music,18,Drama,10751,Family,1233,composer,1310,mentor,1635,deaf-mute,4344,musical,4488,apprentice,4,915,Hollywood Pictures,916,The Charlie Mopic Company,1,US,United States of America,1,en,English
302156,Criminal,en,"Bill Pope is a CIA agent on a mission in London tracking down a shadowy hacker nicknamed ""The Dutchman."" When he gets mysteriously ambushed and killed, an experimental procedure is used to transfer his memories into dangerous ex-convict Jericho Stewart. When he wakes up with the CIA agent's memories, his mission is to find The Dutchman and eliminate him before the hacker launches ICBM's and starts World War III. But complications soon arise and the mission turns personal.",27.891012,2016-04-14,113.0,5.7,557,62,1269,Kevin Costner,2,64,Gary Oldman,2,2176,Tommy Lee Jones,2,28,9,25,35,81476,Ariel Vromen,28,Action,,,,,591,cia,10937,memory,15234,convict,46955,implant,,,6,1632,Lionsgate,6363,BenderSpink,2,GB,United Kingdom,1,en,English
606,Out of Africa,en,"Out of Africa tells the story of the life of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on the autobiographical novel by Karen Blixen from 1937.",13.864975,1985-12-20,161.0,7.0,279,17,5064,Meryl Streep,1,4135,Robert Redford,2,10647,Klaus Maria Brandauer,2,3,4,10,21,2226,Sydney Pollack,18,Drama,,,,,246,dancing,477,train station,509,denmark,657,fire,1227,cemetery,2,33,Universal Pictures,205,Mirage Entertainment,1,US,United States of America,2,en,English
87502,Flight,en,"Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol, though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground. Whip pulls off a miraculous crash-landing that results in only six lives lost. Shaken to the core, Whip vows to get sober -- but when the crash investigation exposes his addiction, he finds himself in an even worse situation.",42.213765,2012-11-02,138.0,6.5,2415,18,5292,Denzel Washington,2,1896,Don Cheadle,2,21089,Bruce Greenwood,2,2,6,10,72,24,Robert Zemeckis,18,Drama,,,,,718,confession,3800,airplane,11314,f word,11461,hangover,12617,airplane crash,3,4,Paramount Pictures,11084,Parkes/MacDonald Productions,1,US,United States of America,1,en,English
698,Moonraker,en,During the transportation of a Space Shuttle a Boeing 747 crashes in the Atlantic Ocean yet when they go to look for the destroyed shuttle it is not there. James Bond investigates the missing mission space shuttle and soon learns that the shuttles owner Hugo Drax wants to kill all of mankind.,29.887403999999997,1979-06-26,126.0,5.9,541,19,10222,Roger Moore,2,10475,Lois Chiles,1,2369,Michael Lonsdale,2,6,4,9,18,10076,Lewis Gilbert,28,Action,12,Adventure,53,Thriller,110,venice,1583,mass murder,1826,space marine,1828,space suit,2711,marcus square,2,60,United Artists,7576,Eon Productions,3,FR,France,2,en,English
120467,The Grand Budapest Hotel,en,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",74.417456,2014-02-26,99.0,8.0,4519,99,5469,Ralph Fiennes,2,1291350,Tony Revolori,2,1164,F. Murray Abraham,2,62,5,32,46,5655,Wes Anderson,35,Comedy,18,Drama,,,612,hotel,5918,painting,11159,wartime,12371,gunfight,14604,theft,6,43,Fox Searchlight Pictures,258,Scott Rudin Productions,3,GB,United Kingdom,2,en,English
11313,Hearts in Atlantis,en,A widowed mother and her son change when a mysterious stranger enters their lives.,7.06762,2001-09-07,101.0,6.4,131,14,4173,Anthony Hopkins,2,21028,Anton Yelchin,2,15250,Hope Davis,1,2,4,8,7,33433,Scott Hicks,18,Drama,9648,Mystery,,,579,american football,1356,billard,3605,baseball bat,9376,richard nixon,9815,psychic power,1,97,Castle Rock Entertainment,,,2,AU,Australia,1,en,English
6488,Arachnophobia,en,"A large spider from the jungles of South America is accidentally transported in a crate with a dead body to America where it mates with a local spider. Soon after, the residents of a small California town disappear as the result of spider bites from the deadly spider offspring. It's up to a couple of doctors with the help of an insect exterminator to annihilate these eight legged freaks.",15.895660999999999,1990-08-09,103.0,6.2,433,32,8447,Jeff Daniels,2,27106,Harley Jane Kozak,1,76239,Garette Ratliff Henson,2,14,5,13,14,664,Frank Marshall,35,Comedy,27,Horror,,,1415,small town,9744,outbreak,158120,exterminator,158124,spider bite,158126,creature feature,3,56,Amblin Entertainment,915,Hollywood Pictures,1,US,United States of America,2,en,English
10559,Frequency,en,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time.",19.258041,2000-04-28,118.0,7.0,462,20,6065,Dennis Quaid,2,8767,Jim Caviezel,2,6861,Andre Braugher,2,6,3,11,88,17812,Gregory Hoblit,80,Crime,18,Drama,878,Science Fiction,242,new york,456,mother,703,detective,1480,baseball,2135,radio,1,12,New Line Cinema,,,1,US,United States of America,1,en,English
296099,Vacation,en,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.",47.753598,2015-07-28,99.0,6.2,1195,45,27105,Ed Helms,2,18979,Christina Applegate,1,61263,Skyler Gisondo,2,20,8,17,39,52935,John Francis Daley,35,Comedy,,,,,4944,route 66,5522,grand canyon,5543,cow,6876,vacation,7312,road trip,3,12,New Line Cinema,6363,BenderSpink,1,US,United States of America,1,en,English
8012,Get Shorty,en,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",15.585138,1995-10-20,105.0,6.4,302,16,8891,John Travolta,2,193,Gene Hackman,2,14343,Rene Russo,1,2,2,12,26,5174,Barry Sonnenfeld,35,Comedy,53,Thriller,80,Crime,395,gambling,416,miami,818,based on novel,8438,job,9826,murder,2,216,Jersey Films,8411,Metro-Goldwyn-Mayer (MGM),1,US,United States of America,1,en,English
1574,Chicago,en,Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,32.217425,2002-12-26,113.0,6.9,677,20,1922,Catherine Zeta-Jones,1,9137,Renée Zellweger,1,15758,Queen Latifah,1,1,12,7,13,17633,Rob Marshall,28,Action,35,Comedy,80,Crime,520,chicago,158375,based on stage musical,165675,prison matron,165676,jazz age,165686,nude man murdered,3,14,Miramax Films,734,Producers Circle,1,US,United States of America,2,hu,Magyar
9032,Big Daddy,en,"A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father.",34.868590000000005,1999-06-25,93.0,6.1,875,20,19292,Adam Sandler,2,16484,Joey Lauren Adams,1,56128,Kristy Swanson,1,4,4,12,38,17494,Dennis Dugan,35,Comedy,18,Drama,,,1338,bachelor,3703,law,5569,vomit,9797,syracuse university,9798,law school,1,5,Columbia Pictures,,,1,US,United States of America,2,en,English
